loss,block,model,assets,mean_rank,rank_min,rank_q25,rank_median,rank_q75,rank_max,ranks
pinball_0p05,all,lgbm,11,10.181818181818182,6,9.5,11,11,12,BTC-USD:9 CAC:11 DAX:11 DIA:12 ETH-USD:6 HSI:11 KOSPI:11 NDX:11 NKX:10 SPY:11 TWSE:9
pinball_0p05,all,moirai,11,4.7272727272727275,1,4,5,6,8,BTC-USD:1 CAC:8 DAX:5 DIA:5 ETH-USD:1 HSI:4 KOSPI:4 NDX:4 NKX:7 SPY:5 TWSE:8
pinball_0p05,all,naive,11,12.818181818181818,12,13,13,13,13,BTC-USD:12 CAC:13 DAX:13 DIA:13 ETH-USD:13 HSI:13 KOSPI:13 NDX:13 NKX:13 SPY:13 TWSE:12
pinball_0p05,all,patchtst,11,12.090909090909092,11,12,12,12,13,BTC-USD:13 CAC:12 DAX:12 DIA:11 ETH-USD:12 HSI:12 KOSPI:12 NDX:12 NKX:12 SPY:12 TWSE:13
pinball_0p05,all,timesfm,11,6.7272727272727275,3,6.5,7,7.5,10,BTC-USD:3 CAC:6 DAX:7 DIA:7 ETH-USD:3 HSI:8 KOSPI:7 NDX:7 NKX:9 SPY:7 TWSE:10
pinball_0p05,equity,autoarima,9,3.7777777777777777,1,2,2,4,11,CAC:4 DAX:4 DIA:2 HSI:1 KOSPI:2 NDX:2 NKX:11 SPY:2 TWSE:6
pinball_0p05,equity,autoets,9,2.3333333333333335,1,1,2,3,5,CAC:3 DAX:2 DIA:1 HSI:3 KOSPI:1 NDX:1 NKX:5 SPY:1 TWSE:4
pinball_0p05,equity,chronos,9,7.2222222222222223,6,6,6,8,11,CAC:9 DAX:6 DIA:6 HSI:7 KOSPI:6 NDX:6 NKX:8 SPY:6 TWSE:11
pinball_0p05,equity,ewma,9,7.4444444444444446,2,6,8,10,10,CAC:10 DAX:8 DIA:10 HSI:6 KOSPI:8 NDX:10 NKX:3 SPY:10 TWSE:2
pinball_0p05,equity,garch11,9,7.4444444444444446,2,5,9,9,10,CAC:5 DAX:10 DIA:9 HSI:10 KOSPI:9 NDX:9 NKX:2 SPY:8 TWSE:5
pinball_0p05,equity,garch11_t,9,7.4444444444444446,3,7,8,9,10,CAC:7 DAX:9 DIA:8 HSI:9 KOSPI:10 NDX:8 NKX:4 SPY:9 TWSE:3
pinball_0p05,equity,gjr,9,2.7777777777777777,1,1,3,5,5,CAC:1 DAX:1 DIA:3 HSI:5 KOSPI:5 NDX:5 NKX:1 SPY:3 TWSE:1
pinball_0p05,equity,har,9,3.7777777777777777,2,3,3,4,7,CAC:2 DAX:3 DIA:4 HSI:2 KOSPI:3 NDX:3 NKX:6 SPY:4 TWSE:7
pinball_0p05,equity,lgbm,9,10.777777777777779,9,11,11,11,12,CAC:11 DAX:11 DIA:12 HSI:11 KOSPI:11 NDX:11 NKX:10 SPY:11 TWSE:9
pinball_0p05,equity,moirai,9,5.5555555555555554,4,4,5,7,8,CAC:8 DAX:5 DIA:5 HSI:4 KOSPI:4 NDX:4 NKX:7 SPY:5 TWSE:8
pinball_0p05,equity,naive,9,12.888888888888889,12,13,13,13,13,CAC:13 DAX:13 DIA:13 HSI:13 KOSPI:13 NDX:13 NKX:13 SPY:13 TWSE:12
pinball_0p05,equity,patchtst,9,12,11,12,12,12,13,CAC:12 DAX:12 DIA:11 HSI:12 KOSPI:12 NDX:12 NKX:12 SPY:12 TWSE:13
pinball_0p05,equity,timesfm,9,7.5555555555555554,6,7,7,8,10,CAC:6 DAX:7 DIA:7 HSI:8 KOSPI:7 NDX:7 NKX:9 SPY:7 TWSE:10
pinball_0p05,crypto,autoarima,2,4.5,4,4.25,4.5,4.75,5,BTC-USD:4 ETH-USD:5
pinball_0p05,crypto,autoets,2,9.5,8,8.75,9.5,10.25,11,BTC-USD:11 ETH-USD:8
pinball_0p05,crypto,chronos,2,2,2,2,2,2,2,BTC-USD:2 ETH-USD:2
pinball_0p05,crypto,ewma,2,9.5,8,8.75,9.5,10.25,11,BTC-USD:8 ETH-USD:11
pinball_0p05,crypto,garch11,2,10,10,10,10,10,10,BTC-USD:10 ETH-USD:10
pinball_0p05,crypto,garch11_t,2,6.5,6,6.25,6.5,6.75,7,BTC-USD:6 ETH-USD:7
pinball_0p05,crypto,gjr,2,8,7,7.5,8,8.5,9,BTC-USD:7 ETH-USD:9
pinball_0p05,crypto,har,2,4.5,4,4.25,4.5,4.75,5,BTC-USD:5 ETH-USD:4
pinball_0p05,crypto,lgbm,2,7.5,6,6.75,7.5,8.25,9,BTC-USD:9 ETH-USD:6
pinball_0p05,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
pinball_0p05,crypto,naive,2,12.5,12,12.25,12.5,12.75,13,BTC-USD:12 ETH-USD:13
pinball_0p05,crypto,patchtst,2,12.5,12,12.25,12.5,12.75,13,BTC-USD:13 ETH-USD:12
pinball_0p05,crypto,timesfm,2,3,3,3,3,3,3,BTC-USD:3 ETH-USD:3
pinball_avg,all,autoarima,11,4.6363636363636367,1,3,4,6,10,BTC-USD:5 CAC:6 DAX:6 DIA:3 ETH-USD:4 HSI:1 KOSPI:2 NDX:3 NKX:10 SPY:3 TWSE:8
pinball_avg,all,autoets,11,3.7272727272727271,1,1,2,5,9,BTC-USD:9 CAC:5 DAX:2 DIA:1 ETH-USD:9 HSI:2 KOSPI:1 NDX:1 NKX:5 SPY:1 TWSE:5
pinball_avg,all,chronos,11,6.4545454545454541,2,5.5,7,8,11,BTC-USD:3 CAC:8 DAX:5 DIA:7 ETH-USD:2 HSI:8 KOSPI:6 NDX:7 NKX:8 SPY:6 TWSE:11
pinball_avg,all,ewma,11,8.3636363636363633,3,7,9,10,12,BTC-USD:12 CAC:9 DAX:8 DIA:10 ETH-USD:11 HSI:6 KOSPI:9 NDX:10 NKX:4 SPY:10 TWSE:3
pinball_avg,all,garch11,11,8.0909090909090917,3,6.5,9,10,11,BTC-USD:11 CAC:4 DAX:10 DIA:9 ETH-USD:10 HSI:10 KOSPI:10 NDX:9 NKX:3 SPY:9 TWSE:4
pinball_avg,all,garch11_t,11,5.2727272727272725,2,3.5,5,7,8,BTC-USD:7 CAC:3 DAX:4 DIA:5 ETH-USD:7 HSI:7 KOSPI:8 NDX:8 NKX:2 SPY:5 TWSE:2
pinball_avg,all,gjr,11,3,1,1,2,4,8,BTC-USD:6 CAC:1 DAX:1 DIA:2 ETH-USD:8 HSI:4 KOSPI:3 NDX:4 NKX:1 SPY:2 TWSE:1
pinball_avg,all,har,11,4,2,3,4,5,6,BTC-USD:4 CAC:2 DAX:3 DIA:4 ETH-USD:5 HSI:3 KOSPI:5 NDX:2 NKX:6 SPY:4 TWSE:6
pinball_avg,all,lgbm,11,9.9090909090909083,6,9.5,11,11,11,BTC-USD:8 CAC:11 DAX:11 DIA:11 ETH-USD:6 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:7
pinball_avg,all,moirai,11,5.9090909090909092,1,4.5,7,8,10,BTC-USD:1 CAC:10 DAX:7 DIA:8 ETH-USD:1 HSI:5 KOSPI:4 NDX:5 NKX:7 SPY:8 TWSE:9
pinball_avg,all,naive,11,12.454545454545455,10,12,13,13,13,BTC-USD:10 CAC:13 DAX:13 DIA:13 ETH-USD:12 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:12
pinball_avg,all,patchtst,11,12.363636363636363,12,12,12,13,13,BTC-USD:13 CAC:12 DAX:12 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:13
pinball_avg,all,timesfm,11,6.8181818181818183,2,6,7,9,10,BTC-USD:2 CAC:7 DAX:9 DIA:6 ETH-USD:3 HSI:9 KOSPI:7 NDX:6 NKX:9 SPY:7 TWSE:10
pinball_avg,equity,autoarima,9,4.666666666666667,1,3,3,6,10,CAC:6 DAX:6 DIA:3 HSI:1 KOSPI:2 NDX:3 NKX:10 SPY:3 TWSE:8
pinball_avg,equity,autoets,9,2.5555555555555554,1,1,2,5,5,CAC:5 DAX:2 DIA:1 HSI:2 KOSPI:1 NDX:1 NKX:5 SPY:1 TWSE:5
pinball_avg,equity,chronos,9,7.333333333333333,5,6,7,8,11,CAC:8 DAX:5 DIA:7 HSI:8 KOSPI:6 NDX:7 NKX:8 SPY:6 TWSE:11
pinball_avg,equity,ewma,9,7.666666666666667,3,6,9,10,10,CAC:9 DAX:8 DIA:10 HSI:6 KOSPI:9 NDX:10 NKX:4 SPY:10 TWSE:3
pinball_avg,equity,garch11,9,7.5555555555555554,3,4,9,10,10,CAC:4 DAX:10 DIA:9 HSI:10 KOSPI:10 NDX:9 NKX:3 SPY:9 TWSE:4
pinball_avg,equity,garch11_t,9,4.8888888888888893,2,3,5,7,8,CAC:3 DAX:4 DIA:5 HSI:7 KOSPI:8 NDX:8 NKX:2 SPY:5 TWSE:2
pinball_avg,equity,gjr,9,2.1111111111111112,1,1,2,3,4,CAC:1 DAX:1 DIA:2 HSI:4 KOSPI:3 NDX:4 NKX:1 SPY:2 TWSE:1
pinball_avg,equity,har,9,3.8888888888888888,2,3,4,5,6,CAC:2 DAX:3 DIA:4 HSI:3 KOSPI:5 NDX:2 NKX:6 SPY:4 TWSE:6
pinball_avg,equity,lgbm,9,10.555555555555555,7,11,11,11,11,CAC:11 DAX:11 DIA:11 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:7
pinball_avg,equity,moirai,9,7,4,5,7,8,10,CAC:10 DAX:7 DIA:8 HSI:5 KOSPI:4 NDX:5 NKX:7 SPY:8 TWSE:9
pinball_avg,equity,naive,9,12.777777777777779,12,13,13,13,13,CAC:13 DAX:13 DIA:13 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:12
pinball_avg,equity,patchtst,9,12.222222222222221,12,12,12,12,13,CAC:12 DAX:12 DIA:12 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:13
pinball_avg,equity,timesfm,9,7.7777777777777777,6,7,7,9,10,CAC:7 DAX:9 DIA:6 HSI:9 KOSPI:7 NDX:6 NKX:9 SPY:7 TWSE:10
pinball_avg,crypto,autoarima,2,4.5,4,4.25,4.5,4.75,5,BTC-USD:5 ETH-USD:4
pinball_avg,crypto,autoets,2,9,9,9,9,9,9,BTC-USD:9 ETH-USD:9
pinball_avg,crypto,chronos,2,2.5,2,2.25,2.5,2.75,3,BTC-USD:3 ETH-USD:2
pinball_avg,crypto,ewma,2,11.5,11,11.25,11.5,11.75,12,BTC-USD:12 ETH-USD:11
pinball_avg,crypto,garch11,2,10.5,10,10.25,10.5,10.75,11,BTC-USD:11 ETH-USD:10
pinball_avg,crypto,garch11_t,2,7,7,7,7,7,7,BTC-USD:7 ETH-USD:7
pinball_avg,crypto,gjr,2,7,6,6.5,7,7.5,8,BTC-USD:6 ETH-USD:8
pinball_avg,crypto,har,2,4.5,4,4.25,4.5,4.75,5,BTC-USD:4 ETH-USD:5
pinball_avg,crypto,lgbm,2,7,6,6.5,7,7.5,8,BTC-USD:8 ETH-USD:6
pinball_avg,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
pinball_avg,crypto,naive,2,11,10,10.5,11,11.5,12,BTC-USD:10 ETH-USD:12
pinball_avg,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
pinball_avg,crypto,timesfm,2,2.5,2,2.25,2.5,2.75,3,BTC-USD:2 ETH-USD:3
qlike,all,autoarima,11,4.9090909090909092,3,3.5,5,6.5,7,BTC-USD:5 CAC:7 DAX:6 DIA:3 ETH-USD:5 HSI:3 KOSPI:4 NDX:7 NKX:7 SPY:3 TWSE:4
qlike,all,autoets,11,4.2727272727272725,1,3.5,4,5.5,7,BTC-USD:6 CAC:4 DAX:4 DIA:2 ETH-USD:7 HSI:5 KOSPI:5 NDX:4 NKX:6 SPY:1 TWSE:3
qlike,all,chronos,11,4.9090909090909092,3,3.5,5,6,8,BTC-USD:3 CAC:5 DAX:5 DIA:8 ETH-USD:3 HSI:4 KOSPI:6 NDX:6 NKX:3 SPY:6 TWSE:5
qlike,all,ewma,11,8.8181818181818183,6,8,9,10,10,BTC-USD:10 CAC:10 DAX:8 DIA:10 ETH-USD:9 HSI:6 KOSPI:7 NDX:10 NKX:9 SPY:10 TWSE:8
qlike,all,garch11,11,8.6363636363636367,8,8,8,9,10,BTC-USD:8 CAC:8 DAX:10 DIA:9 ETH-USD:8 HSI:10 KOSPI:8 NDX:8 NKX:8 SPY:9 TWSE:9
qlike,all,garch11_t,11,9.1818181818181817,7,9,9,10,11,BTC-USD:11 CAC:9 DAX:9 DIA:7 ETH-USD:11 HSI:9 KOSPI:9 NDX:9 NKX:10 SPY:7 TWSE:10
qlike,all,gjr,11,4.0909090909090908,1,1,2,7,10,BTC-USD:9 CAC:1 DAX:1 DIA:1 ETH-USD:10 HSI:8 KOSPI:1 NDX:1 NKX:5 SPY:2 TWSE:6
qlike,all,har,11,3,2,2,3,4,4,BTC-USD:4 CAC:2 DAX:3 DIA:4 ETH-USD:4 HSI:2 KOSPI:3 NDX:3 NKX:2 SPY:4 TWSE:2
qlike,all,lgbm,11,10.181818181818182,6,11,11,11,11,BTC-USD:7 CAC:11 DAX:11 DIA:11 ETH-USD:6 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:11
qlike,all,moirai,11,2.1818181818181817,1,1,2,2.5,5,BTC-USD:1 CAC:3 DAX:2 DIA:5 ETH-USD:1 HSI:1 KOSPI:2 NDX:2 NKX:1 SPY:5 TWSE:1
qlike,all,naive,11,12.727272727272727,12,12.5,13,13,13,BTC-USD:12 CAC:13 DAX:13 DIA:13 ETH-USD:12 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:13
qlike,all,patchtst,11,12.272727272727273,12,12,12,12.5,13,BTC-USD:13 CAC:12 DAX:12 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:12
qlike,all,timesfm,11,5.8181818181818183,2,4.5,6,7,10,BTC-USD:2 CAC:6 DAX:7 DIA:6 ETH-USD:2 HSI:7 KOSPI:10 NDX:5 NKX:4 SPY:8 TWSE:7
qlike,equity,autoarima,9,4.8888888888888893,3,3,4,7,7,CAC:7 DAX:6 DIA:3 HSI:3 KOSPI:4 NDX:7 NKX:7 SPY:3 TWSE:4
qlike,equity,autoets,9,3.7777777777777777,1,3,4,5,6,CAC:4 DAX:4 DIA:2 HSI:5 KOSPI:5 NDX:4 NKX:6 SPY:1 TWSE:3
qlike,equity,chronos,9,5.333333333333333,3,5,5,6,8,CAC:5 DAX:5 DIA:8 HSI:4 KOSPI:6 NDX:6 NKX:3 SPY:6 TWSE:5
qlike,equity,ewma,9,8.6666666666666661,6,8,9,10,10,CAC:10 DAX:8 DIA:10 HSI:6 KOSPI:7 NDX:10 NKX:9 SPY:10 TWSE:8
qlike,equity,garch11,9,8.7777777777777786,8,8,9,9,10,CAC:8 DAX:10 DIA:9 HSI:10 KOSPI:8 NDX:8 NKX:8 SPY:9 TWSE:9
qlike,equity,garch11_t,9,8.7777777777777786,7,9,9,9,10,CAC:9 DAX:9 DIA:7 HSI:9 KOSPI:9 NDX:9 NKX:10 SPY:7 TWSE:10
qlike,equity,gjr,9,2.8888888888888888,1,1,1,5,8,CAC:1 DAX:1 DIA:1 HSI:8 KOSPI:1 NDX:1 NKX:5 SPY:2 TWSE:6
qlike,equity,har,9,2.7777777777777777,2,2,3,3,4,CAC:2 DAX:3 DIA:4 HSI:2 KOSPI:3 NDX:3 NKX:2 SPY:4 TWSE:2
qlike,equity,lgbm,9,11,11,11,11,11,11,CAC:11 DAX:11 DIA:11 HSI:11 KOSPI:11 NDX:11 NKX:11 SPY:11 TWSE:11
qlike,equity,moirai,9,2.4444444444444446,1,1,2,3,5,CAC:3 DAX:2 DIA:5 HSI:1 KOSPI:2 NDX:2 NKX:1 SPY:5 TWSE:1
qlike,equity,naive,9,12.888888888888889,12,13,13,13,13,CAC:13 DAX:13 DIA:13 HSI:13 KOSPI:13 NDX:13 NKX:12 SPY:13 TWSE:13
qlike,equity,patchtst,9,12.111111111111111,12,12,12,12,13,CAC:12 DAX:12 DIA:12 HSI:12 KOSPI:12 NDX:12 NKX:13 SPY:12 TWSE:12
qlike,equity,timesfm,9,6.666666666666667,4,6,7,7,10,CAC:6 DAX:7 DIA:6 HSI:7 KOSPI:10 NDX:5 NKX:4 SPY:8 TWSE:7
qlike,crypto,autoarima,2,5,5,5,5,5,5,BTC-USD:5 ETH-USD:5
qlike,crypto,autoets,2,6.5,6,6.25,6.5,6.75,7,BTC-USD:6 ETH-USD:7
qlike,crypto,chronos,2,3,3,3,3,3,3,BTC-USD:3 ETH-USD:3
qlike,crypto,ewma,2,9.5,9,9.25,9.5,9.75,10,BTC-USD:10 ETH-USD:9
qlike,crypto,garch11,2,8,8,8,8,8,8,BTC-USD:8 ETH-USD:8
qlike,crypto,garch11_t,2,11,11,11,11,11,11,BTC-USD:11 ETH-USD:11
qlike,crypto,gjr,2,9.5,9,9.25,9.5,9.75,10,BTC-USD:9 ETH-USD:10
qlike,crypto,har,2,4,4,4,4,4,4,BTC-USD:4 ETH-USD:4
qlike,crypto,lgbm,2,6.5,6,6.25,6.5,6.75,7,BTC-USD:7 ETH-USD:6
qlike,crypto,moirai,2,1,1,1,1,1,1,BTC-USD:1 ETH-USD:1
qlike,crypto,naive,2,12,12,12,12,12,12,BTC-USD:12 ETH-USD:12
qlike,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
qlike,crypto,timesfm,2,2,2,2,2,2,2,BTC-USD:2 ETH-USD:2
fz0_0p01,all,autoarima,11,5.5454545454545459,2,3,5,7.5,10,BTC-USD:7 CAC:7 DAX:10 DIA:3 ETH-USD:2 HSI:2 KOSPI:3 NDX:5 NKX:10 SPY:4 TWSE:8
fz0_0p01,all,autoets,11,5.1818181818181817,2,3,5,6.5,10,BTC-USD:10 CAC:5 DAX:7 DIA:2 ETH-USD:10 HSI:3 KOSPI:2 NDX:3 NKX:6 SPY:3 TWSE:6
fz0_0p01,all,chronos,11,7.6363636363636367,4,6.5,7,8.5,12,BTC-USD:9 CAC:8 DAX:4 DIA:7 ETH-USD:7 HSI:8 KOSPI:10 NDX:6 NKX:7 SPY:6 TWSE:12
fz0_0p01,all,ewma,11,8.6363636363636367,4,6.5,10,11,12,BTC-USD:12 CAC:10 DAX:8 DIA:11 ETH-USD:12 HSI:5 KOSPI:8 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_0p01,all,garch11,11,7.1818181818181817,3,5,8,9,11,BTC-USD:8 CAC:3 DAX:9 DIA:8 ETH-USD:9 HSI:11 KOSPI:7 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_0p01,all,garch11_t,11,1.1818181818181819,1,1,1,1,2,BTC-USD:2 CAC:1 DAX:1 DIA:1 ETH-USD:1 HSI:1 KOSPI:1 NDX:1 NKX:2 SPY:1 TWSE:1
fz0_0p01,all,gjr,11,4.0909090909090908,1,2,4,6,7,BTC-USD:3 CAC:2 DAX:2 DIA:5 ETH-USD:6 HSI:6 KOSPI:4 NDX:7 NKX:1 SPY:7 TWSE:2
fz0_0p01,all,har,11,4.3636363636363633,2,3.5,4,5,8,BTC-USD:5 CAC:4 DAX:5 DIA:4 ETH-USD:3 HSI:4 KOSPI:6 NDX:2 NKX:8 SPY:2 TWSE:5
fz0_0p01,all,lgbm,11,10.090909090909092,7,9.5,11,11,12,BTC-USD:11 CAC:11 DAX:11 DIA:10 ETH-USD:8 HSI:9 KOSPI:11 NDX:11 NKX:12 SPY:10 TWSE:7
fz0_0p01,all,moirai,11,6.6363636363636367,1,5,7,8.5,11,BTC-USD:1 CAC:9 DAX:6 DIA:9 ETH-USD:4 HSI:7 KOSPI:5 NDX:8 NKX:5 SPY:8 TWSE:11
fz0_0p01,all,naive,11,11.363636363636363,6,11,12,13,13,BTC-USD:6 CAC:12 DAX:12 DIA:13 ETH-USD:11 HSI:13 KOSPI:13 NDX:12 NKX:11 SPY:13 TWSE:9
fz0_0p01,all,patchtst,11,12.636363636363637,12,12,13,13,13,BTC-USD:13 CAC:13 DAX:13 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_0p01,all,timesfm,11,6.4545454545454541,3,4.5,6,9,10,BTC-USD:4 CAC:6 DAX:3 DIA:6 ETH-USD:5 HSI:10 KOSPI:9 NDX:4 NKX:9 SPY:5 TWSE:10
fz0_0p01,equity,autoarima,9,5.7777777777777777,2,3,5,8,10,CAC:7 DAX:10 DIA:3 HSI:2 KOSPI:3 NDX:5 NKX:10 SPY:4 TWSE:8
fz0_0p01,equity,autoets,9,4.1111111111111107,2,3,3,6,7,CAC:5 DAX:7 DIA:2 HSI:3 KOSPI:2 NDX:3 NKX:6 SPY:3 TWSE:6
fz0_0p01,equity,chronos,9,7.5555555555555554,4,6,7,8,12,CAC:8 DAX:4 DIA:7 HSI:8 KOSPI:10 NDX:6 NKX:7 SPY:6 TWSE:12
fz0_0p01,equity,ewma,9,7.8888888888888893,4,5,8,10,11,CAC:10 DAX:8 DIA:11 HSI:5 KOSPI:8 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_0p01,equity,garch11,9,6.8888888888888893,3,3,8,9,11,CAC:3 DAX:9 DIA:8 HSI:11 KOSPI:7 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_0p01,equity,garch11_t,9,1.1111111111111112,1,1,1,1,2,CAC:1 DAX:1 DIA:1 HSI:1 KOSPI:1 NDX:1 NKX:2 SPY:1 TWSE:1
fz0_0p01,equity,gjr,9,4,1,2,4,6,7,CAC:2 DAX:2 DIA:5 HSI:6 KOSPI:4 NDX:7 NKX:1 SPY:7 TWSE:2
fz0_0p01,equity,har,9,4.4444444444444446,2,4,4,5,8,CAC:4 DAX:5 DIA:4 HSI:4 KOSPI:6 NDX:2 NKX:8 SPY:2 TWSE:5
fz0_0p01,equity,lgbm,9,10.222222222222221,7,10,11,11,12,CAC:11 DAX:11 DIA:10 HSI:9 KOSPI:11 NDX:11 NKX:12 SPY:10 TWSE:7
fz0_0p01,equity,moirai,9,7.5555555555555554,5,6,8,9,11,CAC:9 DAX:6 DIA:9 HSI:7 KOSPI:5 NDX:8 NKX:5 SPY:8 TWSE:11
fz0_0p01,equity,naive,9,12,9,12,12,13,13,CAC:12 DAX:12 DIA:13 HSI:13 KOSPI:13 NDX:12 NKX:11 SPY:13 TWSE:9
fz0_0p01,equity,patchtst,9,12.555555555555555,12,12,13,13,13,CAC:13 DAX:13 DIA:12 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_0p01,equity,timesfm,9,6.8888888888888893,3,5,6,9,10,CAC:6 DAX:3 DIA:6 HSI:10 KOSPI:9 NDX:4 NKX:9 SPY:5 TWSE:10
fz0_0p01,crypto,autoarima,2,4.5,2,3.25,4.5,5.75,7,BTC-USD:7 ETH-USD:2
fz0_0p01,crypto,autoets,2,10,10,10,10,10,10,BTC-USD:10 ETH-USD:10
fz0_0p01,crypto,chronos,2,8,7,7.5,8,8.5,9,BTC-USD:9 ETH-USD:7
fz0_0p01,crypto,ewma,2,12,12,12,12,12,12,BTC-USD:12 ETH-USD:12
fz0_0p01,crypto,garch11,2,8.5,8,8.25,8.5,8.75,9,BTC-USD:8 ETH-USD:9
fz0_0p01,crypto,garch11_t,2,1.5,1,1.25,1.5,1.75,2,BTC-USD:2 ETH-USD:1
fz0_0p01,crypto,gjr,2,4.5,3,3.75,4.5,5.25,6,BTC-USD:3 ETH-USD:6
fz0_0p01,crypto,har,2,4,3,3.5,4,4.5,5,BTC-USD:5 ETH-USD:3
fz0_0p01,crypto,lgbm,2,9.5,8,8.75,9.5,10.25,11,BTC-USD:11 ETH-USD:8
fz0_0p01,crypto,moirai,2,2.5,1,1.75,2.5,3.25,4,BTC-USD:1 ETH-USD:4
fz0_0p01,crypto,naive,2,8.5,6,7.25,8.5,9.75,11,BTC-USD:6 ETH-USD:11
fz0_0p01,crypto,patchtst,2,13,13,13,13,13,13,BTC-USD:13 ETH-USD:13
fz0_0p01,crypto,timesfm,2,4.5,4,4.25,4.5,4.75,5,BTC-USD:4 ETH-USD:5
fz0_0p025,all,autoarima,11,5,1,2.5,5,7.5,10,BTC-USD:5 CAC:7 DAX:9 DIA:2 ETH-USD:5 HSI:1 KOSPI:2 NDX:3 NKX:10 SPY:3 TWSE:8
fz0_0p025,all,autoets,11,4.2727272727272725,1,1,5,6.5,10,BTC-USD:7 CAC:5 DAX:7 DIA:1 ETH-USD:10 HSI:2 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:6
fz0_0p025,all,chronos,11,6.5454545454545459,3,4,7,8,12,BTC-USD:3 CAC:8 DAX:3 DIA:7 ETH-USD:3 HSI:7 KOSPI:8 NDX:8 NKX:8 SPY:5 TWSE:12
fz0_0p025,all,ewma,11,8.7272727272727266,4,7,10,10.5,12,BTC-USD:12 CAC:10 DAX:10 DIA:10 ETH-USD:11 HSI:4 KOSPI:10 NDX:10 NKX:4 SPY:11 TWSE:4
fz0_0p025,all,garch11,11,7.5454545454545459,3,5.5,9,9,11,BTC-USD:10 CAC:3 DAX:8 DIA:9 ETH-USD:9 HSI:11 KOSPI:9 NDX:9 NKX:3 SPY:9 TWSE:3
fz0_0p025,all,garch11_t,11,4.1818181818181817,2,2,4,5.5,8,BTC-USD:8 CAC:2 DAX:2 DIA:5 ETH-USD:4 HSI:6 KOSPI:4 NDX:7 NKX:2 SPY:4 TWSE:2
fz0_0p025,all,gjr,11,4,1,1,3,6,8,BTC-USD:6 CAC:1 DAX:1 DIA:3 ETH-USD:8 HSI:8 KOSPI:3 NDX:6 NKX:1 SPY:6 TWSE:1
fz0_0p025,all,har,11,4.3636363636363633,2,3.5,4,5.5,7,BTC-USD:4 CAC:4 DAX:5 DIA:4 ETH-USD:6 HSI:3 KOSPI:6 NDX:2 NKX:7 SPY:2 TWSE:5
fz0_0p025,all,lgbm,11,10,7,9.5,11,11,11,BTC-USD:11 CAC:11 DAX:11 DIA:11 ETH-USD:7 HSI:9 KOSPI:11 NDX:11 NKX:11 SPY:10 TWSE:7
fz0_0p025,all,moirai,11,5.5454545454545459,1,4.5,5,8,10,BTC-USD:1 CAC:9 DAX:4 DIA:8 ETH-USD:1 HSI:5 KOSPI:5 NDX:5 NKX:5 SPY:8 TWSE:10
fz0_0p025,all,naive,11,12,9,12,12,13,13,BTC-USD:9 CAC:12 DAX:12 DIA:13 ETH-USD:12 HSI:13 KOSPI:13 NDX:12 NKX:12 SPY:13 TWSE:11
fz0_0p025,all,patchtst,11,12.636363636363637,12,12,13,13,13,BTC-USD:13 CAC:13 DAX:13 DIA:12 ETH-USD:13 HSI:12 KOSPI:12 NDX:13 NKX:13 SPY:12 TWSE:13
fz0_0p025,all,timesfm,11,6.1818181818181817,2,5,6,8,10,BTC-USD:2 CAC:6 DAX:6 DIA:6 ETH-USD:2 HSI:10 KOSPI:7 NDX:4 NKX:9 SPY:7 TWSE:9
fz0_0p025,equity,autoarima,9,5,1,2,3,8,10,CAC:7 DAX:9 DIA:2 HSI:1 KOSPI:2 NDX:3 NKX:10 SPY:3 TWSE:8
fz0_0p025,equity,autoets,9,3.3333333333333335,1,1,2,6,7,CAC:5 DAX:7 DIA:1 HSI:2 KOSPI:1 NDX:1 NKX:6 SPY:1 TWSE:6
fz0_0p025,equity,chronos,9,7.333333333333333,3,7,8,8,12,CAC:8 DAX:3 DIA:7 HSI:7 KOSPI:8 NDX:8 NKX:8 SPY:5 TWSE:12
