asset,model,level,n,n_dropped,n_hits,expected_hits,hit_rate,kupiec_lr,kupiec_p,ind_lr,ind_p,cc_lr,cc_p,n00,n01,n10,n11,pi01,pi11,longest_run,runs_of_2_or_more,fz0_mean,fz0_n,small_sample,backtest_hash
CAC,patchtst,0.050000000000000003,5038,0,332,251.90000000000001,0.065899166335847553,24.480342057256166,7.5071882997595547e-07,31.837161498198839,1.6765417947393337e-08,56.351272747071562,5.8006491597653395e-13,4423,282,282,50,0.059936238044633369,0.15060240963855423,3,45,-3.3725902168768207,5038,False,92ee49796831da9c6c896f27ec9c56bbb794b2629fa3ff161199a2ea5815f26c
CAC,timesfm,0.01,5038,0,125,50.380000000000003,0.02481143310837634,79.061869157332239,6.0194999076817249e-19,13.111736962459872,0.00029345148280495646,92.203759348408994,9.5106029732108725e-21,4798,114,114,11,0.023208469055374593,0.087999999999999995,3,10,-3.008327598705915,5038,False,c1f897eba61f39f1298371148c134ddf9452d45261d5276a8fa6f0a44b4d1e4b
CAC,timesfm,0.025000000000000001,5038,0,213,125.95,0.042278682016673286,51.275322152523131,8.0278495056023126e-13,15.035261201423282,0.00010552107232562908,66.346353387863473,3.9180720192088662e-15,4633,191,191,22,0.039593698175787728,0.10328638497652583,3,19,-3.3486241619642723,5038,False,d2f20a8c5e6bd7d44ab783aa445d3107f698c85fb73469d9b578ead44ab17e04
CAC,timesfm,0.050000000000000003,5038,0,309,251.90000000000001,0.061333862643906313,12.746969971494764,0.00035658636703927207,14.201774226444286,0.00016421560351716289,26.972761409205759,1.3897583086590435e-06,4455,273,273,36,0.057741116751269035,0.11650485436893204,4,31,-3.587438058149095,5038,False,d752a7baeb122faf8272738fc0a623caf3c60e496956b7e165bd76bf564abcd7
DAX,autoarima,0.01,4996,0,135,49.960000000000001,0.027021617293835069,99.784657474099959,1.6990134036233168e-23,5.9970510446721619,0.014329811195821836,105.81640023507839,1.0525933974675402e-23,4734,126,126,9,0.025925925925925925,0.066666666666666666,3,8,-3.0274842771560517,4996,False,c8a1727f0d3e348b7590a1b319d6c867f7ba65a32ca2e1da3ae7d458cfc5cbf4
DAX,autoarima,0.025000000000000001,4996,0,214,124.90000000000001,0.042834267413931142,53.901798513881204,2.1076468654441962e-13,10.727583901164962,0.0010555017436757164,64.666313204149901,9.0758749872940055e-15,4587,194,194,20,0.040577285086801924,0.093457943925233641,3,18,-3.3493616885662529,4996,False,f6d458d187ddbe48164181ab5f55f72ab4835b8a8860a3a1267ad8b000a32b4e
DAX,autoarima,0.050000000000000003,4996,0,318,249.80000000000001,0.063650920736589275,18.109259714161908,2.0858461407203412e-05,13.098726232968602,0.00029549663379010077,31.236946814874955,1.6480985731792115e-07,4396,281,281,37,0.060081248663673294,0.11635220125786164,4,32,-3.5801725691817161,4996,False,90afe2e1eb64e2b69bc5e282c9e5c2acd0cf85c52cbeaf9b422b603641be8f4c
DAX,autoets,0.01,4996,0,130,49.960000000000001,0.026020816653322659,89.863361695541698,2.551892919613339e-21,3.1566039763877143,0.07562034166136411,93.052601044225639,6.2213469251642899e-21,4742,123,123,7,0.025282631038026721,0.053846153846153849,2,7,-3.0461590707617576,4996,False,a5a8a66eea729709d588137cbc0762ce055e57dcd77e9d9e6b216d85d6d583df
DAX,autoets,0.025000000000000001,4996,0,210,124.90000000000001,0.042033626901521216,49.52499194883967,1.9586068208950424e-12,13.586332884083049,0.00022783828293041587,63.146583206327705,1.9404107913004495e-14,4596,189,189,21,0.039498432601880878,0.10000000000000001,3,19,-3.3604519607506225,4996,False,250a8f614529821d774378cf42b769b72a948dc99d18c0515236e30e5e595170
DAX,autoets,0.050000000000000003,4996,0,311,249.80000000000001,0.062249799839871896,14.692858534232073,0.00012652486283004494,11.927099853162417,0.00055323233514779761,26.645928440641001,1.6364779445220967e-06,4408,276,276,35,0.058923996584116137,0.11254019292604502,4,31,-3.589140362666313,4996,False,2d56d615aee6efa708bf2b1156746a614ed9c7c60eb3dc2ea7242f1217f58c92
DAX,chronos,0.01,4996,0,133,49.960000000000001,0.026621297037630103,95.769676593475651,1.2905740452784763e-22,1.5049924467489291,0.21990478751273718,97.308537965195001,7.4083153351030785e-22,4735,127,127,6,0.026120937885643767,0.045112781954887216,2,6,-3.0784649355644786,4996,False,545028f6c09f4d80ac93ed9737da574ea0128f513765bf8be12821c356721c01
DAX,chronos,0.025000000000000001,4996,0,220,124.90000000000001,0.044035228182546036,60.759085838317105,6.4504714385728479e-15,5.018412952240169,0.025079145097462775,65.816940828299494,5.1054366449543733e-15,4572,203,203,17,0.042513089005235601,0.077272727272727271,3,16,-3.3767865103140937,4996,False,f22eb15ced5ffd94299ee054e318df028f676e6140566b6b41b6eec01bc2008b
DAX,chronos,0.050000000000000003,4996,0,349,249.80000000000001,0.069855884707766214,37.10707490694449,1.1181728576535779e-09,7.6867435709377787,0.0055627910224956851,44.836078407978221,1.8364084337936436e-10,4335,311,311,38,0.066939302625914771,0.10888252148997135,4,30,-3.5899449998138646,4996,False,764571b8c9da44536b31da6e0fba38da00af728c8b251a83302dc77450c22b91
DAX,ewma,0.01,4996,0,118,49.960000000000001,0.023618895116092876,67.693328906472516,1.9100871626800004e-16,0.49003336205760206,0.48391242277541269,68.211071024338253,1.5422476768087036e-15,4763,114,114,4,0.023375025630510561,0.033898305084745763,2,4,-3.0417196549038881,4996,False,984bcbd9a5e94f0f8c25c58f3285fc23845f11a1f1a8902dce8dd1a6bd232a1f
DAX,ewma,0.025000000000000001,4996,0,198,124.90000000000001,0.039631705364291434,37.360962779625879,9.8167511740525709e-10,4.3119061179309028,0.037846532746222954,41.703118398451352,8.7959530120893614e-10,4613,184,184,14,0.038357306649989577,0.070707070707070704,3,13,-3.3484045261552269,4996,False,6200953a63569bc7cc540d4ecf18e42a667b4ee68b97a50f91ebaa26f9f741bd
DAX,ewma,0.050000000000000003,4996,0,311,249.80000000000001,0.062249799839871896,14.692858534232073,0.00012652486283004494,10.551966502385767,0.0011606453785777378,25.27079508986435,3.2547420103690553e-06,4407,277,277,34,0.059137489325362939,0.10932475884244373,6,27,-3.5718831243344251,4996,False,38e25793d0f37736ee107df83ddc87f78f72ff688ced7f80bf1e0a633099911b
DAX,garch11,0.01,4996,0,114,49.960000000000001,0.022818254603682947,60.84724873226719,6.1679644912532855e-15,7.7133480541808694,0.0054813995826592009,68.586666029913658,1.2781879104834352e-15,4775,106,106,8,0.021716861298914158,0.070175438596491224,3,7,-3.0374471131669938,4996,False,d4a772ccc64c206c9621bd8b1e287e4107ba1212cc8a5af2401eb1515e87a142
DAX,garch11,0.025000000000000001,4996,0,204,124.90000000000001,0.040832666132906328,43.258968801654873,4.7953460228300085e-11,6.1662600519985062,0.013020959227236265,49.457981222754597,1.8211085545236447e-11,4603,188,188,16,0.039240242120642872,0.078431372549019607,3,14,-3.3495545467686485,4996,False,bd9ed0db2e6776ab01a333531c00fd54705bedd2ced0c8ebe88f192e785053c1
DAX,garch11,0.050000000000000003,4996,0,309,249.80000000000001,0.061849479583666933,13.778158810800051,0.0002057139496577152,7.2276599079568769,0.0071788723838502599,21.030935074410081,2.7113805352059271e-05,4408,278,278,31,0.05932565087494665,0.10032362459546926,6,22,-3.5650396381044276,4996,False,d288a391e56efb39f84311157af47c6f03260d1cdb2e13f1c44d5cc6010859a8
DAX,garch11_t,0.01,4996,0,80,49.960000000000001,0.016012810248198558,15.431451716841593,8.5552489728544145e-05,3.861554434103482,0.04940453654105708,19.305193538080061,6.4258485746141085e-05,4839,76,76,4,0.015462868769074262,0.050000000000000003,3,3,-3.1765700560885755,4996,False,6f6bd42fae70a07fa0aba792b3e8f1f18e442b1153588e25488cc19a5c16561a
DAX,garch11_t,0.025000000000000001,4996,0,185,124.90000000000001,0.037029623698959166,25.896277873398503,3.6026314260375909e-07,6.3032690811915018,0.012051552536639259,32.224384295627033,1.005920963161005e-07,4639,171,171,14,0.035550935550935553,0.07567567567567568,3,12,-3.3934197107672102,4996,False,b553ca1c481cdaa8a3de4b6442e35f4b119051f878579fcfe26a2e9db66ee35e
DAX,garch11_t,0.050000000000000003,4996,0,327,249.80000000000001,0.065452361889511604,22.984492815951398,1.6331344896251933e-06,4.4002383426777669,0.035933908236183684,27.417543942836346,1.112643356515876e-06,4372,296,296,31,0.063410454155955448,0.09480122324159021,6,24,-3.5791254848515277,4996,False,7c5893cda1bbb7cf13e803b817ce25951ccc9e1b03be48388f312030c476ec55
DAX,gjr,0.01,4996,0,109,49.960000000000001,0.021817453963170537,52.694863937253785,3.8960862970363215e-13,0.96560417687442168,0.32577893675262165,53.68448985536088,2.2007015331726727e-12,4781,105,105,4,0.02148997134670487,0.03669724770642202,2,4,-3.1050128054902708,4996,False,2fed47f982a0bb597900dc462837db68695cc90fd7c5f57618afe2b07abdf30f
DAX,gjr,0.025000000000000001,4996,0,193,124.90000000000001,0.038630904723779023,32.734768209937556,1.0563079962221286e-08,1.6049587215993597,0.20520190081901635,34.367893098903551,3.4443465111590985e-08,4620,182,182,11,0.037900874635568516,0.056994818652849742,3,10,-3.3965259499166089,4996,False,7c60745a29797c411fd265846d336c3ddce218dad91789455c52ca585c25e506
DAX,gjr,0.050000000000000003,4996,0,302,249.80000000000001,0.06044835868694956,10.795143692812871,0.001017667132591668,0.18305012019118294,0.66876501348225137,11.000325093464198,0.0040861072011081764,4411,282,282,20,0.060089494992542083,0.066225165562913912,3,18,-3.6062969703791379,4996,False,aef94855f1959de3cc42b56559106c5e020c48dcb991ca61da2cab8e81ec0a52
DAX,har,0.01,4996,0,138,49.960000000000001,0.027622097678142513,105.92105860953916,7.6731845823994368e-25,3.7510674388413463,0.052773799107808515,109.70805258670907,1.5038311297954118e-24,4727,130,130,8,0.026765493102738316,0.057971014492753624,3,7,-3.0758229745482892,4996,False,1defb3b848227543fa43a358354e14fe16f008ff01efc52ecf59bf820d11280e
DAX,har,0.025000000000000001,4996,0,209,124.90000000000001,0.041833466773418732,48.455532541670209,3.3786378518024098e-12,5.36512887862159,0.020543270184636472,53.855501908194583,2.0203487839526296e-12,4593,193,193,16,0.040325950689511073,0.076555023923444973,3,14,-3.3711685208323146,4996,False,405eca439b9f56df89a6620fc9d16ea0d189b19ffdbe140215428682320407ad
DAX,har,0.050000000000000003,4996,0,328,249.80000000000001,0.065652522017614096,23.559159911455481,1.2113139378524171e-06,8.3044828155871073,0.0039547342482726946,31.896883960266678,1.1848944167458989e-07,4374,293,293,35,0.062781229912149128,0.10670731707317073,3,30,-3.5937481411637031,4996,False,01d4f47a43b17f3fc4e755757aa33f6ebaa913b2b2317cb30ccbcb64a769e66e
DAX,lgbm,0.01,4996,0,118,49.960000000000001,0.023618895116092876,67.693328906472516,1.9100871626800004e-16,14.988767765443072,0.00010815301185626866,82.709805427723722,1.0959581023704799e-18,4770,107,107,11,0.02193971703916342,0.093220338983050849,3,9,-2.8841117399674352,4996,False,77f80acd391b9d026f6bbc75cbe1bcd9e27b659e4816aa32daccb63c147e6d8d
DAX,lgbm,0.025000000000000001,4996,0,184,124.90000000000001,0.036829463570856688,25.091386428258602,5.4676545842132971e-07,12.045207535075178,0.00051925705572695004,37.161015590379066,8.5229117892535735e-09,4644,167,167,17,0.034712118062772815,0.092391304347826081,3,15,-3.2543227474342258,4996,False,7c0ee713641d6ba6dfe8d68be1be274b1be520a8aa2d111594e91741f896dc60
DAX,lgbm,0.050000000000000003,4996,0,278,249.80000000000001,0.055644515612489995,3.2379327186872615,0.071951373019172274,27.328906121397722,1.7162647618137737e-07,30.578769269574877,2.2903645938254828e-07,4477,240,240,38,0.050879796480814074,0.1366906474820144,3,33,-3.5053625171988374,4996,False,13da7c11b6495fc25c5b9b57f7a0bdce299abb7d45e80d12fa72bc71ed972775
DAX,moirai,0.01,4996,0,136,49.960000000000001,0.02722177742193755,101.81504273520522,6.0955505342606699e-24,2.4889305569247426,0.11464960605584111,104.33907653107121,2.203217679286229e-23,4730,129,129,7,0.026548672566371681,0.051470588235294115,2,7,-3.0654678695257727,4996,False,60569e790cb1b6a0836df872250e30b757b3dc668d62bf9e0cbf1d7cedc2346b
DAX,moirai,0.025000000000000001,4996,0,226,124.90000000000001,0.045236188951160931,67.958761853950364,1.6695089383400204e-16,6.7346127003859237,0.0094559760215841455,74.735330997866868,5.9078447238265664e-17,4562,207,207,19,0.043405326064164397,0.084070796460176997,3,17,-3.3748461446069067,4996,False,3d94cad7de81f52bfc720f759b34a3e6de601e1c1a3662c404b216a5bac41ea9
DAX,moirai,0.050000000000000003,4996,0,354,249.80000000000001,0.070856685348278617,40.739087954643765,1.7397220263596002e-10,4.1090959085104259,0.04265315791010383,44.892597109574126,1.7852391344772564e-10,4322,319,319,35,0.068735186382245211,0.098870056497175146,4,30,-3.5942436877448847,4996,False,a562ae3693ca7d425ec2eedeb6d5f6bbff6249ed3be32dfeecdf9a7f97ca8553
DAX,naive,0.01,4996,0,120,49.960000000000001,0.024019215372297838,71.221113005993629,3.1935241488814371e-17,20.747937495139013,5.2387972127939657e-06,91.997579517387294,1.0543369660786891e-20,4768,107,107,13,0.021948717948717947,0.10833333333333334,3,11,-2.6312679513065458,4996,False,c99c2737d3332145d53c6cd174775161b0d7eb03a117ff4d32ad0dadad437d0f
DAX,naive,0.025000000000000001,4996,0,181,124.90000000000001,0.036228983186549241,22.744661467802189,1.8501741065325465e-06,51.062374836458275,8.9477026922912002e-13,73.830211307532409,9.289093101579417e-17,4663,151,151,30,0.031366846697133362,0.16574585635359115,6,22,-3.1095451595162258,4996,False,fbfa650b8f4fbbcc29c13c2d522cfae7846ec63076c89bca4d341c905ec0b6f9
DAX,naive,0.050000000000000003,4996,0,279,249.80000000000001,0.055844675740592473,3.4675771706065461,0.062582912936204341,38.539305059225626,5.3662022043666823e-10,42.019236657630245,7.5099784865039934e-10,4480,236,236,43,0.050042408821034778,0.15412186379928317,6,33,-3.3971214146267092,4996,False,06f71dff5bedf7b0e6255ba01fbce1c387ea5708524363a1ed3e282ea5c6ac38
DAX,patchtst,0.01,4996,0,182,49.960000000000001,0.036429143314651719,210.05012331498119,1.3394617775380063e-47,12.544353523760265,0.00039740533148741405,222.6486022412023,4.4923162444767098e-49,4648,165,165,17,0.034282152503635983,0.093406593406593408,3,16,-2.2748252404433646,4996,False,4ecf1534b352eb6808aa34e477ce954f290e3dc153f1125c68d7bb58756b942e
DAX,patchtst,0.025000000000000001,4996,0,283,124.90000000000001,0.056645316253002405,151.93819485284484,6.5363301830614467e-35,25.473522169779699,4.4849597853435565e-07,177.4777193159025,2.8920308419563307e-39,4467,245,245,38,0.051994906621392188,0.13427561837455831,3,33,-2.953427770861615,4996,False,a9301e6961270d32c8e48d84a8d0cc804180b0fc1bbf2fbcc8025d005d8eaedb
DAX,patchtst,0.050000000000000003,4996,0,410,249.80000000000001,0.082065652522017613,91.376348373334622,1.1878782422815807e-21,33.716345377969901,6.3762663297348277e-09,125.16138387550109,6.6305692887370914e-28,4243,342,342,68,0.07459105779716467,0.16585365853658537,6,53,-3.3267128387630107,4996,False,a153c5a0e9f3984c9670ab6dc0ef2fbac94b1266513672fc8725d730ace51078
DAX,timesfm,0.01,4996,0,128,49.960000000000001,0.025620496397117692,86.00460475116347,1.7951713633650013e-20,1.9279246195740143,0.16498568088742865,87.964342797061818,7.921102980543748e-20,4745,122,122,6,0.025066776248202177,0.046875,2,6,-3.0816535740824769,4996,False,48f921f67c706d5b13dfb46458cf96ecce9f302c02b5958e906ed51ac793a687
DAX,timesfm,0.025000000000000001,4996,0,216,124.90000000000001,0.043234587670136111,56.148962783267962,6.7183033050557717e-14,8.601709365552324,0.0033584763170123304,64.788439670498747,8.5382541913612516e-15,4582,197,197,19,0.041222012973425405,0.087962962962962965,3,17,-3.3689275104927026,4996,False,1c7b94ffb97c9451e5793e3ef75eda8164b52faccbac59dbfd979eb1261e36f1
DAX,timesfm,0.050000000000000003,4996,0,334,249.80000000000001,0.066853482786228977,27.143567337634067,1.888926691255169e-07,8.301351885357235,0.0039615578325632901,35.480733079584752,1.9744980302702364e-08,4363,298,298,36,0.063934777944647067,0.10778443113772455,4,29,-3.584328276427112,4996,False,301d70dfd277467a388d00e328719d5a740c7be19daad2f2bcfb0920503f5c5a
DIA,autoarima,0.01,4904,0,104,49.039999999999999,0.021207177814029365,47.069487643780349,6.8514034153020594e-12,9.7037928439493726,0.0018388807897426434,56.796054796231829,4.6440127569510056e-13,4703,96,96,8,0.020004167534903104,0.076923076923076927,3,7,-3.3571990455300376,4904,False,16a1114b03edb826a771f12267def833d288c326350450c419cdf8e0270453a9
DIA,autoarima,0.025000000000000001,4904,0,180,122.60000000000001,0.036704730831973897,24.142590472277107,8.9459705250064875e-07,0.84438829281111794,0.3581447254055421,25.011141520635647,3.705950598546113e-06,4552,171,171,9,0.036205801397416894,0.050000000000000003,3,8,-3.6447880129248564,4904,False,d8edc2b67d4329d541799cd4f1f3343e722e80a49c60c52de862a35ea99c311a
DIA,autoarima,0.050000000000000003,4904,0,267,245.20000000000002,0.054445350734094615,1.9853272019236101,0.15883032023779203,0.86293175639093533,0.35291955889704241,2.8576512991348864,0.23959011986006079,4387,249,249,18,0.053710094909404663,0.06741573033707865,3,16,-3.8630227236079588,4904,False,1add2b6e0dbd7f74249e700baeb8e877dc64200b8c6aade69b2e92063595ebec
DIA,autoets,0.01,4904,0,100,49.039999999999999,0.020391517128874388,41.123561001876624,1.4290327555870446e-10,10.694446384862431,0.0010745762515814072,51.839115549143571,5.5370581582731575e-12,4711,92,92,8,0.019154694982302729,0.080000000000000002,3,7,-3.3718051737250212,4904,False,a3bf7b7006e63a6e2622a2c3377e3be05f47603f472f261bdf7d9719717e3193
DIA,autoets,0.025000000000000001,4904,0,163,122.60000000000001,0.03323817292006525,12.394677390878087,0.00043055937528122147,3.3651511867351473,0.066589471723052795,15.776806202836269,0.00037506804263821907,4587,153,153,10,0.032278481012658226,0.061349693251533742,3,9,-3.6536321295638432,4904,False,083de3f6093908605697c76fe4c4a3ace2ab3f992353a7c40faef9a4594b0e16
DIA,autoets,0.050000000000000003,4904,0,257,245.20000000000002,0.052406199021207175,0.58887953838620888,0.44285272162518319,0.50168686722963685,0.47875986365171319,1.095649792904851,0.57820610174642018,4405,241,241,16,0.05187257856220405,0.062256809338521402,3,14,-3.8682941566455837,4904,False,9ca6c8e9d3f21c3fb1830d360ca6ed14d8419108590a26745dcc1f5275432666
DIA,chronos,0.01,4904,0,113,49.039999999999999,0.023042414355628059,61.580188966432615,4.2507407684993877e-15,1.8372588051836374,0.1752725721498225,63.443975991557636,1.6723056552814593e-14,4682,108,108,5,0.022546972860125261,0.044247787610619468,3,4,-3.2920740566273046,4904,False,a49bda63b71cf51468763871db0e08aee84dd5f1b60d6ffcb5ff0dff98032f59
DIA,chronos,0.025000000000000001,4904,0,195,122.60000000000001,0.03976345840130506,37.290145675943677,1.017976898066014e-09,3.2439374062716979,0.071688161118540428,40.564607166303631,1.5542020360058061e-09,4526,182,182,13,0.038657604078164827,0.066666666666666666,3,12,-3.6056056868798003,4904,False,06c45be8eaed78d876e8d51bd2fef130b5cfb7f41539a65251cdd586189e0e0e
DIA,chronos,0.050000000000000003,4904,0,300,245.20000000000002,0.061174551386623165,12.072099891536254,0.00051182018878079987,2.4840462339448095,0.11500604682664074,14.579824241382539,0.00068238801790878971,4328,275,275,25,0.059743645448620465,0.083333333333333329,3,22,-3.830584983920454,4904,False,dbdb6e313affea5824f7fae39f1e9a0935bff08bc69396be35433ddc90e63960
DIA,ewma,0.01,4904,0,114,49.039999999999999,0.023246329526916801,63.285247737106374,1.7883867404612592e-15,5.2451995857654765,0.022007403683461484,68.557393079351186,1.297033657458018e-15,4682,107,107,7,0.022342869074963457,0.061403508771929821,3,6,-3.1172791579153403,4904,False,addcf780c1a5325f7393653bd2b8359208424b727f447c22e48cb901757edd05
DIA,ewma,0.025000000000000001,4904,0,189,122.60000000000001,0.038539967373572591,31.732361668345447,1.7694899641512848e-08,0.9880808083280499,0.32021189450240622,32.748419600840862,7.7405360594629483e-08,4535,179,179,10,0.037971998302927447,0.052910052910052907,3,9,-3.5209750575512553,4904,False,31fddd3bb42e82f96cbc4c59aa915c5b25911e8acfc109ee1cbf0024390e8bd0
DIA,ewma,0.050000000000000003,4904,0,286,245.20000000000002,0.058319738988580748,6.7992296168372377,0.0091197214585518275,2.4447703252017163,0.11791714337495503,9.2616049592252239,0.0097469342471006477,4354,263,263,23,0.056963396144682696,0.080419580419580416,3,21,-3.7747589975526337,4904,False,3d8823c696c8652c10ef605a85d68b59ae556137aa7a14d681c749eb4e65994e
DIA,garch11,0.01,4904,0,111,49.039999999999999,0.02263458401305057,58.22457975839302,2.338390808813594e-14,2.0219353840138865,0.15504142180066893,60.27220855068731,8.1668806172742029e-14,4686,106,106,5,0.022120200333889815,0.045045045045045043,3,4,-3.2797721591604736,4904,False,a4f02dec3872e072f60411c8a504e20b92f57e7fe18a5dce53fbcd52b7494b4a
DIA,garch11,0.025000000000000001,4904,0,193,122.60000000000001,0.039355628058727568,35.394256886839685,2.6927972261056162e-09,3.4852696575844675,0.061917272882684178,38.909201281432615,3.556102693707763e-09,4530,180,180,13,0.038216560509554139,0.067357512953367879,3,12,-3.5838386835446796,4904,False,e05ab1d8b552cf408d4e060e71d4e23600499f7459c7d917e8cded6f8908dd80
DIA,garch11,0.050000000000000003,4904,0,280,245.20000000000002,0.057096247960848286,4.9812199401590078,0.025623908034105556,0.60495309336010905,0.43669441262587261,5.6011809288070253,0.060774167046436081,4362,261,261,19,0.056456846203763789,0.067857142857142852,3,16,-3.8070661392082918,4904,False,69e1c7b1bc987eb01d22a159f826bd7309c8cd75e372b0db422ca5b40d8fbe99
DIA,garch11_t,0.01,4904,0,77,49.039999999999999,0.015701468189233278,13.721379345542914,0.00021202710070088732,1.9561138144430288,0.16192954952363642,15.68904782547736,0.00039189213857269165,4752,74,74,3,0.01533360961458765,0.03896103896103896,2,3,-3.4054871579283406,4904,False,6f439c2dd2bce8df333ab937be534accfb87f7d5cf306df492e7cea5808fd646
DIA,garch11_t,0.025000000000000001,4904,0,180,122.60000000000001,0.036704730831973897,24.142590472277107,8.9459705250064875e-07,5.2951129571558795,0.021385343941686088,29.461866184980408,4.003474297362547e-07,4556,167,167,13,0.035358882066483167,0.072222222222222215,3,12,-3.6233259301242304,4904,False,13c5fbb454a21be426aa1bc7157c3a52d206abb8d6d5a629f8f79067b98aca0f
DIA,garch11_t,0.050000000000000003,4904,0,290,245.20000000000002,0.059135399673735725,8.1600907747147176,0.0042822227933347976,0.91719630209445313,0.33821221021982695,9.0966253841111211,0.01058504956268227,4344,269,269,21,0.058313461955343593,0.072413793103448282,3,18,-3.8225082073858876,4904,False,7f06b92e183e442a1b1c200c46af44fa495fb216f95cee4ca6da4d67dc414cbd
DIA,gjr,0.01,4904,0,105,49.039999999999999,0.021411092985318108,48.6055598097347,3.1298067749488135e-12,0.23814747443600481,0.62554731956378418,48.866898346166408,2.4473036068443604e-11,4696,102,102,3,0.0212588578574406,0.028571428571428571,2,3,-3.3346518519698654,4904,False,753d8ea3438f6bd5da391b48f8e6ad1d730105b08f61b4fc1b660f91ae043a42
DIA,gjr,0.025000000000000001,4904,0,182,122.60000000000001,0.037112561174551389,25.750006982575087,3.8862561018036049e-07,0.23426664884232196,0.6283780619633702,26.009283395980447,2.2498619526899493e-06,4547,174,174,8,0.036856598178352046,0.043956043956043959,3,7,-3.6360143514854038,4904,False,a18aeb78f0ac66c1b91fe96729f70c5693a515cc3f456b0fc3f2adf22757c369
DIA,gjr,0.050000000000000003,4904,0,282,245.20000000000002,0.057504078303425778,5.5571896263827512,0.018404937099601826,0.10558763877179445,0.7452245781925706,5.6786504930705632,0.058465102188406955,4354,267,267,15,0.05777970136334127,0.053191489361702128,3,13,-3.8541141199682789,4904,False,7f81e704cb0a25b36ef3689884855a0ecf7da41d88b8975d169a7cf470b7240c
DIA,har,0.01,4904,0,108,49.039999999999999,0.022022838499184339,53.329849166760823,2.8198903361898796e-13,6.2823412007585375,0.012194689123223239,59.63663221129832,1.122198943941506e-13,4694,101,101,7,0.021063607924921793,0.064814814814814811,3,6,-3.350470564341812,4904,False,5dc67be43e2c9f06ac3f56c2b484bc87604368adb7f6f3c6089a1079d1d59164
DIA,har,0.025000000000000001,4904,0,174,122.60000000000001,0.035481239804241435,19.599180088854155,9.5510176990742133e-06,2.1704333950806358,0.14068658009078827,21.791237362583843,1.8539282822423833e-05,4565,164,164,10,0.03467963628674138,0.057471264367816091,3,9,-3.6334944630840207,4904,False,30a9b0a54b38ac0fc765f561f1c17264f9d4807feafa74652cfe7cb90677fc71
DIA,har,0.050000000000000003,4904,0,262,245.20000000000002,0.053425774877650899,1.1862921193394413,0.2760787576487323,1.8128478774719952,0.17816697748278382,3.0063767004226065,0.22241987597422486,4398,243,243,19,0.052359405300581773,0.072519083969465645,3,16,-3.853228460674976,4904,False,99e085d7638822cdc8dc4c4c889542f506d8727bfe60713c60af0fce153b7da0
DIA,lgbm,0.01,4904,0,94,49.039999999999999,0.019168026101141926,32.821445505156134,1.0102416071452353e-08,6.4295270064574197,0.01122384643666507,39.269584054522397,2.9697382264426336e-09,4721,88,88,6,0.018299022665834892,0.063829787234042548,3,5,-3.1175267710647665,4904,False,8b0d5321807746eecadd0073f6b64e25cd87065d6ad236569a759e1f32194e57
DIA,lgbm,0.025000000000000001,4904,0,151,122.60000000000001,0.030791190864600325,6.2915715937569985,0.012131343686376845,11.015141435653732,0.00090370630354059782,17.318634294605317,0.00017350274327784812,4614,138,138,13,0.02904040404040404,0.086092715231788075,3,12,-3.486791583845601,4904,False,1ce6ff9808f557f3d8465f8f29e1c4320db8d7f7072abc23b5090100b31a0415
DIA,lgbm,0.050000000000000003,4904,0,222,245.20000000000002,0.045269168026101141,2.3831515443114313,0.12264989097096957,10.225811155685051,0.0013848882244359563,12.599037440464599,0.0018371887660713791,4480,201,201,21,0.04293954283272805,0.0945945945945946,3,17,-3.7340242846827825,4904,False,43fb27e7141d8cab7bb28e91c3f33aa1dff64156abda50669153222170189316
DIA,moirai,0.01,4904,0,120,49.039999999999999,0.024469820554649267,73.887548485256957,8.2696305047128731e-18,1.2685814191931968,0.260032973456859,75.185582712347468,4.7169161344804423e-17,4668,115,115,5,0.024043487351034915,0.041666666666666664,2,5,-3.2660103884264995,4904,False,51b77be2a4eccc15e53e0f602afa30de81f826878286b628295e62e364ff6d95
DIA,moirai,0.025000000000000001,4904,0,199,122.60000000000001,0.04057911908646003,41.209683154976574,1.3674343930234745e-10,3.9343318892738353,0.047309929478552219,45.17623890535242,1.5491888591321449e-10,4519,185,185,14,0.039328231292517009,0.070351758793969849,3,13,-3.6010424170733968,4904,False,3ed359e81698343a8932d720e52c7272905ae700344d0a76184ad4622b70997c
DIA,moirai,0.050000000000000003,4904,0,294,245.20000000000002,0.059951060358890702,9.6382356741160038,0.0019056819912045197,1.1471637521904086,0.28414366357876525,10.806472527175174,0.0045019877226576046,4337,272,272,22,0.059014970709481453,0.074829931972789115,3,20,-3.8391048592407482,4904,False,2818b74a0827387dd8e7cf43db1c5c594939a1c7ea533f51bf2e32a6f33477b7
DIA,naive,0.01,4904,0,136,49.039999999999999,0.027732463295269169,105.09203234385541,1.1659280810014852e-24,31.022222657077236,2.5509096672788778e-08,136.15040868414189,2.724673073118764e-30,4649,118,118,18,0.02475351374029788,0.13235294117647059,4,15,-2.4992488833303983,4904,False,425f1163051eda322e8055291524bee15ba007aab99482ebee8f50eb86cd3f15
