asset,config,fit_origin,fit_status,fallback,n_rows,n_equations,omega_store,alpha_store,beta_store,store_max_rel_residual,alpha_plus_beta_store,store_recursion_reproduced,omega_ref,alpha_ref,beta_ref,alpha_plus_beta_ref,fallback_ref,ref_max_rel_residual,beta_ref_pow_window,alpha_plus_beta_governing
BTC-USD,garch11_t,2284,ok|flag=0 nu=2.3895,False,21,20,0.00064058644492989811,0.88303260788701232,0.1169673921129879,8.8394664807709403e-13,1.0000000000000002,True,0.00064058644492919999,0.88303260788701243,0.1169673921129875,1,False,6.1179377966497629e-14,0,1
BTC-USD,garch11_t,2305,ok|flag=0 nu=2.40113,False,21,20,0.00058880114051403001,0.87495061463432422,0.12504938536567511,5.7562036467731947e-14,0.99999999999999933,True,0.00058880114051390001,0.87495061463432466,0.12504938536567531,1,False,1.2931958870392896e-13,0,1
BTC-USD,garch11_t,2326,ok|flag=0 nu=2.42073,False,21,20,0.00055874781623591345,0.85433746282788325,0.14566253717211619,4.4242367115463571e-12,0.99999999999999944,True,0.00055874781623290002,0.85433746282788348,0.1456625371721165,1,False,1.4127593836068123e-13,0,1
BTC-USD,garch11_t,2347,ok|flag=0 nu=2.39689,False,21,20,0.00058836169980836027,0.8444132246725099,0.15558677532748977,5.4076781835036077e-14,0.99999999999999967,True,0.00058836169980829999,0.84441322467251001,0.15558677532748991,1,False,2.9941622328468909e-14,0,1
BTC-USD,garch11_t,2368,ok|flag=0 nu=2.36326,False,21,20,0.00067349699507211508,0.91002458613152015,0.089975413868480514,2.5624777109023269e-15,1.0000000000000007,True,0.00067349699507210001,0.9100245861315196,0.0899754138684805,1,False,2.1794890400252506e-14,0,1
BTC-USD,garch11_t,2389,ok|flag=0 nu=2.34232,False,21,20,0.00072300644306734409,0.89367814754962804,0.10632185245037162,1.3956608815649487e-15,0.99999999999999967,True,0.00072300644306729997,0.89367814754962838,0.1063218524503716,1,False,5.0370669998298607e-14,0,1
BTC-USD,garch11_t,2410,ok|flag=0 nu=2.38599,False,21,20,0.00066830103857109917,0.88061976277983034,0.11938023722017022,9.1090670000993719e-13,1.0000000000000004,True,0.0006683010385703,0.88061976277982978,0.1193802372201701,1,False,9.4664457892617012e-14,0,1
BTC-USD,garch11_t,2431,ok|flag=0 nu=2.78531,False,21,20,1.3696174538773531e-05,0.065357030820407003,0.93464296917959344,3.4170097516059642e-14,1.0000000000000004,True,1.3696174538745492e-05,0.065357030820407003,0.934642969179593,1,False,6.6459827005799075e-16,2.1031569258229237e-15,1
BTC-USD,garch11_t,2452,ok|flag=0 nu=2.69311,False,21,20,1.9275058534718255e-05,0.070950212276340019,0.9290497877236612,2.2363927601220659e-13,1.0000000000000013,True,1.9275058534508825e-05,0.070950212276339505,0.92904978772366043,1,False,8.3346609986404793e-16,1.0459097621226272e-16,1
BTC-USD,garch11_t,2473,ok|flag=0 nu=2.50209,False,21,20,0.00068243917848235375,0.55774103829972321,0.16254285468358198,2.6497721977032534e-16,0.7202838929833052,True,0.00068243917848229997,0.55774103829972299,0.16254285468358129,0.72028389298330431,False,6.6553355572708801e-14,0,0.72028389298330431
BTC-USD,garch11_t,2494,fallback=ewma|flag=8,True,21,20,9.9801519326173217e-18,0.060000000000008047,0.93999999999998773,7.2399625196987186e-13,0.99999999999999578,True,6.6718035603331376e-06,0.051589042590592597,0.9484109653495888,1.0000000079401814,True,0.032420668348581899,3.1498022089831033e-12,1.0000000079401814
BTC-USD,garch11_t,2515,ok|flag=0 nu=3.00163,False,21,20,5.6324188875931052e-06,0.046951425668277147,0.95304857435917611,4.3146132281769897e-11,1.0000000000274532,True,5.632418906849205e-06,0.046951425667757202,0.95304857433169643,0.99999999999945377,False,4.4532971646439681e-11,3.6100898759621959e-11,0.99999999999945377
BTC-USD,garch11_t,2536,ok|flag=0 nu=3.05227,False,21,20,4.1700330464227555e-06,0.041577491094459296,0.95842250902976889,6.5557860493314428e-10,1.0000000001242282,True,4.1700331989237396e-06,0.041577491091874003,0.95842250890814584,1.00000000000002,False,7.8440862733665832e-10,6.0048528030337017e-10,1.00000000000002
BTC-USD,garch11_t,2557,ok|flag=0 nu=3.09055,False,21,20,6.4191982198160653e-06,0.047102805421123661,0.95289719459135436,7.5261406806245823e-12,1.000000000012478,True,6.4191982326283594e-06,0.047102805420473098,0.95289719458028155,1.0000000000007547,False,8.7730637007545296e-12,3.3344497180911537e-11,1.0000000000007547
BTC-USD,garch11_t,2578,fallback=ewma|flag=8,True,21,20,-4.8811573992604978e-18,0.059999999999991394,0.94000000000001749,7.2232739784004606e-14,1.0000000000000089,True,6.366246018935182e-06,0.043059701864300998,0.95694101978608204,1.0000007216503832,True,0.03167266671640627,2.7706752330836394e-10,1.0000007216503832
BTC-USD,garch11_t,2599,ok|flag=0 nu=3.03814,False,21,20,6.3061859815611938e-06,0.045808398170556486,0.9541916018764689,2.8782744741917469e-11,1.0000000000470255,True,6.306186011036757e-06,0.045808398168124501,0.95419160183280238,1.0000000000009268,False,3.2161793107132539e-11,6.5734737440377429e-11,1.0000000000009268
BTC-USD,garch11_t,2620,ok|flag=0 nu=3.08129,False,21,20,3.8876381126204525e-06,0.032886079570832005,0.96711392626679082,2.517742699030923e-08,1.0000000058376228,False,3.8876428243087776e-06,0.032886079022848597,0.96711392097712678,0.99999999999997535,False,2.7945894001993922e-08,5.4804643983084592e-08,0.99999999999997535
BTC-USD,garch11_t,2641,ok|flag=0 nu=2.74036,False,21,20,-4.6917105142422058e-06,0.0091152745120071099,0.99839431316246885,0.00069919848632346191,1.007509587674476,False,4.7728440024509693e-06,0.0090631985526288001,0.99093680144968044,1.0000000000023093,False,0.00074856233710750872,0.010543353745871811,1.0000000000023093
BTC-USD,garch11_t,2662,ok|flag=0 nu=2.33309,False,21,20,4.5502399597089507e-05,0.0070079181325251039,0.9786481004386427,0.0007943830136633316,0.9856560185711678,False,1.1771114327933528e-05,0.0069360451990916,0.99306395492348076,1.0000000001225724,False,0.00081500508602450061,0.030804157216488777,1.0000000001225724
BTC-USD,garch11_t,2683,ok|flag=0 nu=2.26374,False,21,20,3.9228704254772654e-05,0.0092040129466505194,0.98307170503509689,0.0014003380193203178,0.99227571798174741,False,1.8443123036876131e-05,0.0090763111630466006,0.99092368884061643,1.0000000000036631,False,0.0015492047450929363,0.010473825881499669,1.0000000000036631
BTC-USD,garch11_t,2704,ok|flag=0 nu=3.2646,False,21,20,1.001959180831765e-05,0.015694877245105876,0.97723249004962565,4.5456968675141966e-07,0.99292736729473152,False,1.0017193844982035e-05,0.015694805263894499,0.97723533576956156,0.992930141033456,False,5.1681390266987039e-07,9.9903591515940926e-06,0.992930141033456
BTC-USD,garch11_t,2725,ok|flag=0 nu=3.39595,False,21,20,1.5504802202505876e-05,0.015517638597578043,0.96997171307878194,2.9152726447053307e-08,0.98548935167635998,False,1.550477194605933e-05,0.015517639196071799,0.96997174910296324,0.98548938829903521,False,2.5835894562507205e-08,2.3963083807917472e-07,0.98548938829903521
BTC-USD,garch11_t,2746,ok|flag=0 nu=3.60949,False,21,20,3.2856547247763508e-05,0.030044507407940013,0.93303296780449152,1.9117436360815582e-15,0.96307747521243159,True,3.2856547247761936e-05,0.0300445074079401,0.93303296780449219,0.96307747521243237,False,1.2053399265892264e-15,8.8816712406714113e-16,0.96307747521243237
BTC-USD,garch11_t,2767,ok|flag=0 nu=3.99306,False,21,20,6.552440215190053e-05,0.051949481821744303,0.87462514965465932,5.6837072727828732e-15,0.92657463147640362,True,6.5524402151896709e-05,0.0519494818217444,0.8746251496546591,0.92657463147640362,False,3.4852269565758153e-16,8.1466792105432316e-30,0.92657463147640362
BTC-USD,garch11_t,2788,ok|flag=0 nu=4.11106,False,21,20,6.9948087000388219e-05,0.052681882869128782,0.86619071056503016,3.7731258097638034e-13,0.91887259343415895,True,6.9948087000115054e-05,0.0526818828691289,0.86619071056502928,0.91887259343415839,False,5.5943129719820012e-16,6.4085668751681417e-32,0.91887259343415839
BTC-USD,garch11_t,2809,ok|flag=0 nu=4.1689,False,21,20,9.6705376057904668e-05,0.063802551220728088,0.82125410481085059,1.1714596433868126e-14,0.88505665603157868,True,9.6705376057898082e-05,0.063802551220728004,0.82125410481085004,0.88505665603157813,False,5.0808397340237566e-16,1.7329125098175179e-43,0.88505665603157813
BTC-USD,garch11_t,2830,ok|flag=0 nu=3.64343,False,21,20,8.2714073389352993e-05,0.065560166262449315,0.8454449492521896,1.2568911019890645e-15,0.91100511551463892,True,8.2714073389351258e-05,0.065560166262449301,0.84544494925219138,0.91100511551464081,False,5.4577381727167338e-16,3.4887270081251468e-37,0.91100511551464081
BTC-USD,garch11_t,2851,ok|flag=0 nu=4.03025,False,21,20,6.7872985641531327e-05,0.071054482990730472,0.84882105331654467,1.9840900912398577e-15,0.91987553630727514,True,6.7872985641530216e-05,0.071054482990730403,0.84882105331654489,0.91987553630727537,False,3.597077575128351e-16,2.559006673662087e-36,0.91987553630727537
BTC-USD,garch11_t,2872,ok|flag=0 nu=3.70766,False,21,20,3.491813043012294e-05,0.057919717310563446,0.90572749644580042,9.6968704287857644e-16,0.96364721375636386,True,3.4918130430122472e-05,0.057919717310563397,0.90572749644580164,0.9636472137563652,False,5.8181222572714593e-16,3.1533793274990011e-22,0.9636472137563652
BTC-USD,garch11_t,2893,ok|flag=0 nu=4.15474,False,21,20,1.7984960003590405e-05,0.037357868265042837,0.93668438735640591,1.0561085434339159e-14,0.97404225562144875,True,1.7984960003603389e-05,0.037357868265043503,0.93668438735637283,0.97404225562141644,False,1.084271437925487e-14,6.2609572396671594e-15,0.97404225562141644
BTC-USD,garch11_t,2914,ok|flag=0 nu=4.15891,False,21,20,1.6305407840177704e-05,0.044384253591558398,0.93154263012844196,4.2177793864971473e-15,0.97592688372000036,True,1.6305407840175522e-05,0.044384253591558301,0.93154263012844396,0.97592688372000236,False,5.0852494991188968e-16,3.993623685796416e-16,0.97592688372000236
BTC-USD,garch11_t,2935,ok|flag=0 nu=3.80799,False,21,20,3.1776413060637976e-05,0.049078350250377878,0.90645640322721399,5.9699021067861742e-16,0.95553475347759187,True,3.1776413060637366e-05,0.049078350250378197,0.90645640322721521,0.95553475347759365,False,4.402479697672158e-16,4.714770854729651e-22,0.95553475347759365
BTC-USD,garch11_t,2956,ok|flag=0 nu=3.73149,False,21,20,1.4388637773906324e-05,0.051444487350094548,0.92945575225660571,2.4713452503902992e-13,0.98090023960670025,True,1.4388637773828803e-05,0.051444487350094402,0.92945575225660604,0.98090023960670036,False,6.0152413349851845e-16,1.3012470904271406e-16,0.98090023960670036
BTC-USD,garch11_t,2977,ok|flag=0 nu=3.79986,False,21,20,2.3329324088492967e-05,0.057119112589266274,0.91309880146123201,5.6375284936086048e-16,0.97021791405049829,True,2.3329324088492848e-05,0.057119112589265802,0.91309880146123235,0.9702179140504984,False,6.1744527211004867e-16,1.8150406742097048e-20,0.9702179140504984
BTC-USD,garch11_t,2998,ok|flag=0 nu=4.13228,False,21,20,1.1645900767135961e-05,0.040288857418905089,0.94147133439006181,3.8775368512481513e-14,0.9817601918089669,True,1.1645900767119485e-05,0.040288857418903201,0.94147133439008024,0.98176019180898355,False,2.8660054987486335e-14,8.0084902122897106e-14,0.98176019180898355
BTC-USD,garch11_t,3019,ok|flag=0 nu=4.16647,False,21,20,1.3675479953216512e-05,0.040754156538574615,0.9381801131948222,1.9595145493247846e-14,0.97893426973339681,True,1.3675479953210979e-05,0.040754156538574698,0.93818011319481964,0.97893426973339437,False,7.5084202357304826e-15,1.3903093315429582e-14,0.97893426973339437
BTC-USD,garch11_t,3040,ok|flag=0 nu=4.44563,False,21,20,1.7994802773792619e-05,0.040340014597649687,0.92683828683448355,4.67195475250431e-16,0.96717830143213324,True,1.7994802773792466e-05,0.0403400145976495,0.92683828683448377,0.96717830143213324,False,4.3426176584605141e-16,3.1767489600469055e-17,0.96717830143213324
BTC-USD,garch11_t,3061,ok|flag=0 nu=4.32706,False,21,20,1.7436813909878734e-05,0.050667026468098175,0.91813040346996644,4.5299232143856322e-15,0.96879742993806461,True,1.7436813909877345e-05,0.050667026468098203,0.91813040346996644,0.96879742993806484,False,5.1003470323082487e-16,2.8325954088478953e-19,0.96879742993806484
BTC-USD,garch11_t,3082,ok|flag=0 nu=4.1168,False,21,20,1.9749203643031359e-05,0.051776555079819042,0.91430517184334614,4.0134150443074864e-15,0.96608172692316518,True,1.9749203643030092e-05,0.051776555079818702,0.91430517184334603,0.96608172692316485,False,9.1762626643647426e-16,3.5122724640416313e-20,0.96608172692316485
BTC-USD,garch11_t,3103,ok|flag=0 nu=3.54612,False,21,20,3.824987712625957e-05,0.082206417424233069,0.86971877771196482,4.1189751755379906e-14,0.95192519513619789,True,3.8249877126228345e-05,0.082206417424233305,0.8697187777119646,0.951925195136198,False,4.2674979904833775e-16,4.8912900575362267e-31,0.951925195136198
BTC-USD,garch11_t,3124,ok|flag=0 nu=3.61768,False,21,20,2.7386923235482837e-05,0.072789506448610486,0.89308175146591151,3.8536539093423668e-15,0.965871257914522,True,2.7386923235480733e-05,0.072789506448610403,0.89308175146591151,0.965871257914522,False,5.2549826036486826e-16,2.7900225384492434e-25,0.965871257914522
BTC-USD,garch11_t,3145,ok|flag=0 nu=3.96047,False,21,20,3.0137487225718572e-05,0.073800510245437989,0.88143431508374692,8.7318286486226646e-15,0.95523482532918491,True,3.0137487225714611e-05,0.073800510245437906,0.88143431508374681,0.9552348253291848,False,6.1658598952982634e-16,3.9352923560736019e-28,0.9552348253291848
BTC-USD,garch11_t,3166,ok|flag=0 nu=3.99545,False,21,20,3.18931078915588e-05,0.075462109911197284,0.87576541014366083,7.885632428509194e-16,0.95122752005485811,True,3.1893107891558563e-05,0.075462109911197395,0.87576541014366083,0.95122752005485844,False,3.942816214254597e-16,1.5627661469397856e-29,0.95122752005485844
BTC-USD,garch11_t,3187,ok|flag=0 nu=3.99954,False,21,20,4.9835433947193229e-05,0.10159904578591161,0.81842405999841716,8.0751387703718139e-16,0.92002310578432878,True,4.9835433947193791e-05,0.1015990457859115,0.81842405999841616,0.92002310578432756,False,4.037569385185907e-16,3.0845664598584985e-44,0.92002310578432756
BTC-USD,garch11_t,3208,ok|flag=0 nu=4.13266,False,21,20,3.1581794295450438e-05,0.084557432392768583,0.8603937029681703,1.2810557869346442e-13,0.94495113536093889,True,3.1581794295401175e-05,0.084557432392768903,0.86039370296817086,0.94495113536093978,False,4.5580189072596146e-16,2.2315756336376075e-33,0.94495113536093978
BTC-USD,garch11_t,3229,ok|flag=0 nu=3.7552,False,21,20,5.5019544807084798e-05,0.1140752994878651,0.80414847951201851,6.5677910534893394e-16,0.91822377899988361,True,5.5019544807084906e-05,0.1140752994878648,0.80414847951201818,0.91822377899988317,False,4.6144380705803029e-16,4.6571750033703257e-48,0.91822377899988317
BTC-USD,garch11_t,3250,ok|flag=0 nu=4.41401,False,21,20,2.2654895783617439e-05,0.054952101053811431,0.8980475908942066,8.1183982625251728e-16,0.95299969194801804,True,2.2654895783617408e-05,0.054952101053811403,0.89804759089420627,0.95299969194801759,False,4.8710389575151037e-16,4.4635055741728556e-24,0.95299969194801759
BTC-USD,garch11_t,3271,ok|flag=0 nu=4.2371,False,19,18,3.3329138421530774e-05,0.062526034896134064,0.87061550169022872,2.9213712944083863e-13,0.93314153658636279,True,3.3329138421446633e-05,0.0625260348961343,0.87061550169022939,0.93314153658636378,False,7.1694625054996279e-16,8.188377321918438e-31,0.93314153658636378
BTC-USD,garch11,499,ok|flag=0,False,21,20,3.2921231356116386e-05,0.060723072599133454,0.92644676715783914,1.0478281536533107e-15,0.98716983975697259,True,3.2921231356116508e-05,0.060723072599133697,0.9264467671578388,0.98716983975697259,False,5.2844454292538756e-16,2.5717875548419392e-17,0.98716983975697259
BTC-USD,garch11,520,ok|flag=0,False,21,20,2.9404154956292252e-05,0.050857287933648743,0.93290326306221583,6.5855278863283218e-15,0.98376055099586457,True,2.9404154956288203e-05,0.050857287933648701,0.93290326306221683,0.98376055099586557,False,3.6114185183090799e-15,8.2852585571941485e-16,0.98376055099586557
BTC-USD,garch11,541,ok|flag=0,False,21,20,3.0963342922973134e-05,0.056904423560192541,0.92712391110572212,1.2724773524506203e-15,0.98402833466591466,True,3.0963342922972714e-05,0.056904423560192298,0.92712391110572201,0.98402833466591444,False,7.9529834528163767e-16,3.7058767684770938e-17,0.98402833466591444
BTC-USD,garch11,562,ok|flag=0,False,21,20,2.8707541994238608e-05,0.054578952193474417,0.92918129610927391,2.2420739306317268e-15,0.98376024830274833,True,2.8707541994237398e-05,0.0545789521934745,0.92918129610927402,0.98376024830274855,False,5.8707911170818435e-16,1.1226116832587294e-16,0.98376024830274855
BTC-USD,garch11,583,ok|flag=0,False,21,20,1.9989486771062255e-05,0.045747555414799246,0.9385982447188026,2.486201084393384e-14,0.98434580013360184,True,1.998948677106858e-05,0.045747555414798899,0.93859824471879161,0.98434580013359041,False,2.5483561115032185e-14,1.7372761181361698e-14,0.98434580013359041
BTC-USD,garch11,604,ok|flag=0,False,21,20,1.8440082983020832e-05,0.015373658431957815,0.96758542372365253,1.9486650032551395e-07,0.98295908215561034,False,1.8440021816696591e-05,0.0153736627732215,0.96758548033374059,0.9829591431069622,False,1.8907300722345588e-07,6.9931257898650631e-08,0.9829591431069622
BTC-USD,garch11,625,ok|flag=0,False,21,20,1.879593665257469e-05,0.012603697228641408,0.96825962468843463,1.1783255230317831e-07,0.98086332191707604,False,1.8795980151363717e-05,0.0126036929611925,0.96825958765095621,0.98086328061214878,False,1.3071012548839159e-07,9.9061071043614635e-08,0.98086328061214878
BTC-USD,garch11,646,ok|flag=0,False,21,20,3.4606747696949548e-05,0.022550314513947178,0.94810614083534794,6.3584953391217746e-12,0.97065645534929512,True,3.4606747688207673e-05,0.0225503145141965,0.94810614084134359,0.97065645535554002,False,6.3243325246847471e-12,2.6821295175152717e-12,0.97065645535554002
BTC-USD,garch11,667,ok|flag=0,False,21,20,4.5863195494236059e-05,0.023869912379100688,0.93585063242825317,7.0487652011060142e-15,0.9597205448073538,True,4.5863195494236181e-05,0.023869912379100699,0.93585063242825239,0.95972054480735325,False,6.4772436983136343e-15,4.011151695465126e-15,0.95972054480735325
BTC-USD,garch11,688,ok|flag=0,False,21,20,9.7684214364738141e-05,0.060902518272866524,0.86618492466310926,1.735539582544294e-15,0.92708744293597578,True,9.768421436473646e-05,0.060902518272866302,0.86618492466310892,0.92708744293597523,False,5.5505879597574857e-16,6.3871988257058915e-32,0.92708744293597523
BTC-USD,garch11,709,ok|flag=0,False,21,20,0.00011107941909577978,0.069278636254092252,0.8481125755353176,1.3127605874287479e-15,0.91739121178940986,True,0.0001110794190957,0.069278636254092599,0.84811257553531771,0.91739121178941041,False,6.9050410258294374e-14,1.685587944862383e-36,0.91739121178941041
BTC-USD,garch11,730,ok|flag=0,False,21,20,0.00011601480509136127,0.067504706905125555,0.842650559689607,1.0779369492523916e-13,0.91015526659473256,True,0.0001160148050912,0.0675047069051255,0.84265055968960678,0.91015526659473245,False,5.3571514379344205e-14,6.6643345386719858e-38,0.91015526659473245
BTC-USD,garch11,751,ok|flag=0,False,21,20,0.00012907900696938545,0.076457161428616138,0.82070787816806323,1.7904491975058418e-15,0.89716503959667937,True,0.00012907900696929999,0.076457161428616305,0.82070787816806334,0.8971650395966797,False,1.1004218214061297e-13,1.2425136517001457e-43,0.8971650395966797
BTC-USD,garch11,772,ok|flag=0,False,21,20,0.00015723551825694813,0.082422675596376949,0.79490094855933779,5.9440784194359964e-15,0.87732362415571474,True,0.0001572355182569,0.082422675596376796,0.79490094855933757,0.87732362415571441,False,4.8913889337049642e-14,1.4338628571983882e-50,0.87732362415571441
BTC-USD,garch11,793,ok|flag=0,False,21,20,0.00014466210102950217,0.083385996290676223,0.79984276668047249,2.8361971202462326e-15,0.88322876297114872,True,0.00014466210102940001,0.083385996290676001,0.79984276668047238,0.88322876297114838,False,1.1357119772812087e-13,3.1791485726042668e-49,0.88322876297114838
BTC-USD,garch11,814,ok|flag=0,False,21,20,0.00022411377503058971,0.1288072517813118,0.69997265625419347,2.4530835390907988e-13,0.82877990803550527,True,0.00022411377503029999,0.1288072517813118,0.69997265625419347,0.82877990803550527,False,1.0464568861364379e-13,3.4716627424369329e-78,0.82877990803550527
BTC-USD,garch11,835,ok|flag=0,False,21,20,0.00021925093822966864,0.12893048868168544,0.70326301458358231,1.6029972783673052e-12,0.83219350326526775,True,0.0002192509382283,0.12893048868168541,0.7032630145835822,0.83219350326526764,False,1.2231925689647356e-13,3.6215041073865117e-77,0.83219350326526764
BTC-USD,garch11,856,ok|flag=0,False,21,20,0.00021733768979380322,0.13981002331319348,0.69355494441846699,1.2609266113939969e-13,0.83336496773166047,True,0.00021733768979370001,0.13981002331319339,0.69355494441846754,0.83336496773166102,False,7.4787619177905447e-15,3.4708520551965623e-80,0.83336496773166102
BTC-USD,garch11,877,ok|flag=0,False,21,20,0.00022641049460716059,0.14429389599543174,0.68329735436609196,5.9255759835182191e-13,0.8275912503615237,True,0.0002264104946066,0.14429389599543191,0.68329735436609207,0.82759125036152392,False,8.193002460698903e-14,2.0177604191014586e-83,0.82759125036152392
BTC-USD,garch11,898,ok|flag=0,False,21,20,0.00021419878805026675,0.14348372566999301,0.69366612790170201,7.8717961531407767e-14,0.83714985357169502,True,0.00021419878805019999,0.14348372566999279,0.69366612790170168,0.83714985357169447,False,6.4680842517065822e-15,3.7604869813985282e-80,0.83714985357169447
BTC-USD,garch11,919,ok|flag=0,False,21,20,0.00022812178731252357,0.13835122268013761,0.68887693106827597,2.8860233198480556e-15,0.82722815374841363,True,0.00022812178731249999,0.13835122268013761,0.68887693106827574,0.82722815374841341,False,2.2204803587030356e-14,1.1771199694582858e-81,0.82722815374841341
BTC-USD,garch11,940,ok|flag=0,False,21,20,0.00020391164659955331,0.20250204143763917,0.75716837454642527,1.0382401234459569e-15,0.95967041598406444,True,0.0002039116465995,0.202502041437639,0.75716837454642494,0.959670415984064,False,2.7310807068416315e-14,3.9466900106390783e-61,0.959670415984064
BTC-USD,garch11,961,ok|flag=0,False,21,20,0.00022892698669543091,0.188042806040017,0.74136139743475282,1.0443268862778019e-12,0.92940420347476982,True,0.00022892698669400001,0.1880428060400168,0.74136139743475293,0.92940420347476982,False,6.5060287345381412e-14,1.0351047946057745e-65,0.92940420347476982
BTC-USD,garch11,982,ok|flag=0,False,21,20,0.00022448662482241812,0.18682820855265359,0.74351000119000343,5.1036866901058579e-16,0.93033820974265702,True,0.00022448662482239999,0.1868282085526537,0.74351000119000388,0.93033820974265757,False,1.4749588890662318e-14,4.3995409601737126e-65,0.93033820974265757
BTC-USD,garch11,1003,ok|flag=0,False,21,20,0.00024542186988665089,0.14965089046937963,0.75654782486810324,6.3063583864795225e-13,0.90619871533748286,True,0.00024542186988569999,0.14965089046937971,0.75654782486810324,0.90619871533748297,False,2.2953892496285666e-14,2.6193497365701891e-61,0.90619871533748297
BTC-USD,garch11,1024,ok|flag=0,False,21,20,0.00024090149809291922,0.14334049218154299,0.76314183366148902,2.8271951764244751e-14,0.90648232584303201,True,0.00024090149809280001,0.1433404921815431,0.76314183366148858,0.90648232584303179,False,8.0103863332026796e-14,2.0073847037856275e-59,0.90648232584303179
BTC-USD,garch11,1045,ok|flag=0,False,21,20,0.00025578257925391857,0.14687408536943392,0.75221140434056666,6.0052541573256163e-16,0.89908548971000057,True,0.00025578257925390003,0.1468740853694338,0.75221140434056566,0.89908548970999957,False,1.8286326561665269e-14,1.4789611155336748e-62,0.89908548970999957
BTC-USD,garch11,1066,ok|flag=0,False,21,20,0.00018684252212667837,0.2059583000064682,0.75513604095521991,9.7059221472300673e-16,0.96109434096168811,True,0.00018684252212660001,0.20595830000646831,0.75513604095522024,0.96109434096168855,False,9.9057252675440276e-14,1.0294359574008022e-61,0.96109434096168855
BTC-USD,garch11,1087,ok|flag=0,False,21,20,0.00020096892471135967,0.17476180595992308,0.76457282109619984,3.3625796920896258e-15,0.93933462705612292,True,0.00020096892471130001,0.17476180595992291,0.76457282109620017,0.93933462705612325,False,5.4011436304189614e-14,5.1218619149471794e-59,0.93933462705612325
BTC-USD,garch11,1108,ok|flag=0,False,21,20,0.0001419758155158742,0.24668765883575339,0.75331234116424706,8.3083420765604868e-16,1.0000000000000004,True,0.00014197581551580001,0.24668765883575311,0.75331234116424683,1,False,9.5961350984273627e-14,3.0728486302325395e-62,1
BTC-USD,garch11,1129,ok|flag=0,False,21,20,0.00014756413718993941,0.25592833521076774,0.74407166478923303,2.7963649106044143e-14,1.0000000000000009,True,0.0001475641371899,0.25592833521076791,0.74407166478923203,1,False,2.8951449821930917e-14,6.4177556631191778e-65,1
BTC-USD,garch11,1150,ok|flag=0,False,21,20,0.00013666358816757625,0.25751049784736613,0.74248950215263398,2.4300433810208626e-13,1,True,0.00013666358816740001,0.25751049784736602,0.74248950215263398,1,False,2.932810977094145e-14,2.2139042470686676e-65,1
BTC-USD,garch11,1171,ok|flag=0,False,21,20,0.00012796466545810832,0.2532845978160968,0.74671540218390375,1.3420307979526591e-15,1.0000000000000004,True,0.0001279646654581,0.25328459781609669,0.74671540218390331,1,False,1.2078277181573932e-14,3.7805476384048782e-64,1
BTC-USD,garch11,1192,ok|flag=0,False,21,20,0.00013015220494187499,0.25146777773373863,0.74853222226626137,4.8788946441356014e-16,1,True,0.00013015220494179999,0.25146777773373857,0.74853222226626137,1,False,7.1149043060038948e-14,1.2742367782305483e-63,1
BTC-USD,garch11,1213,ok|flag=0,False,21,20,0.00012582809160697887,0.24263843618878167,0.75736156381123465,1.3421175807890457e-15,1.0000000000000164,True,0.00012582809160689999,0.2426384361887817,0.75736156381123443,1.0000000000000162,False,8.298760374545599e-14,4.4836367885391339e-61,1.0000000000000162
BTC-USD,garch11,1234,ok|flag=0,False,21,20,0.00012561410759161842,0.23420580409216496,0.7657941959078669,2.376960430863369e-15,1.000000000000032,True,0.00012561410759160001,0.23420580409216499,0.7657941959078669,1.000000000000032,False,8.2568099177359134e-15,1.1377195321202193e-58,1.000000000000032
BTC-USD,garch11,1255,ok|flag=0,False,21,20,0.00012564264692441492,0.21959135085701909,0.78040864914295427,3.0133809817975757e-14,0.99999999999997335,True,0.00012564264692429999,0.219591350857019,0.78040864914295427,0.99999999999997324,False,3.4525782099138215e-14,1.4488952290081285e-54,0.99999999999997324
BTC-USD,garch11,1276,ok|flag=0,False,21,20,0.0001013165590063987,0.18538470706753796,0.81461529293245505,1.4469564471208596e-15,0.99999999999999301,True,0.0001013165590064,0.18538470706753829,0.81461529293245516,0.99999999999999345,False,5.6114558178346281e-16,2.9941907264731332e-45,0.99999999999999345
BTC-USD,garch11,1297,ok|flag=0,False,21,20,9.3013897754081333e-05,0.17788910635471367,0.82211089364528545,5.6880111870924055e-13,0.99999999999999911,True,9.3013897753316794e-05,0.17788910635471369,0.82211089364528611,0.99999999999999978,False,4.8422342682398454e-16,2.918780936824654e-43,0.99999999999999978
BTC-USD,garch11,1318,ok|flag=0,False,21,20,8.783091668436751e-05,0.16482501073630984,0.83517498926369094,2.0949224230183503e-14,1.0000000000000009,True,8.783091668434687e-05,0.16482501073630981,0.83517498926369027,1,False,5.2510181129057936e-16,7.7399843543971872e-40,1
BTC-USD,garch11,1339,ok|flag=0,False,21,20,8.8197445755130367e-05,0.16459965098820284,0.83540034901179749,4.9131594957990367e-16,1.0000000000000004,True,8.8197445755131356e-05,0.16459965098820289,0.83540034901179705,1,False,4.6462277310837913e-16,8.8578063991836375e-40,1
BTC-USD,garch11,1360,ok|flag=0,False,21,20,8.59405877316337e-05,0.1561730185771486,0.8438269814228514,2.0587330277859844e-14,1,True,8.5940587731595915e-05,0.15617301857714849,0.8438269814228514,1,False,4.2006633408094101e-16,1.338763709296053e-37,1
