asset,loss,model_a,model_b,origins,n_used,dropped
DAX,pinball_0p025,naive,lgbm,4996,4996,0
DAX,pinball_0p025,naive,moirai,4996,4996,0
DAX,pinball_0p025,naive,naive,4996,4996,0
DAX,pinball_0p025,naive,patchtst,4996,4996,0
DAX,pinball_0p025,naive,timesfm,4996,4996,0
DAX,pinball_0p025,patchtst,autoarima,4996,4996,0
DAX,pinball_0p025,patchtst,autoets,4996,4996,0
DAX,pinball_0p025,patchtst,chronos,4996,4996,0
DAX,pinball_0p025,patchtst,ewma,4996,4996,0
DAX,pinball_0p025,patchtst,garch11,4996,4996,0
DAX,pinball_0p025,patchtst,garch11_t,4996,4996,0
DAX,pinball_0p025,patchtst,gjr,4996,4996,0
DAX,pinball_0p025,patchtst,har,4996,4996,0
DAX,pinball_0p025,patchtst,lgbm,4996,4996,0
DAX,pinball_0p025,patchtst,moirai,4996,4996,0
DAX,pinball_0p025,patchtst,naive,4996,4996,0
DAX,pinball_0p025,patchtst,patchtst,4996,4996,0
DAX,pinball_0p025,patchtst,timesfm,4996,4996,0
DAX,pinball_0p025,timesfm,autoarima,4996,4996,0
DAX,pinball_0p025,timesfm,autoets,4996,4996,0
DAX,pinball_0p025,timesfm,chronos,4996,4996,0
DAX,pinball_0p025,timesfm,ewma,4996,4996,0
DAX,pinball_0p025,timesfm,garch11,4996,4996,0
DAX,pinball_0p025,timesfm,garch11_t,4996,4996,0
DAX,pinball_0p025,timesfm,gjr,4996,4996,0
DAX,pinball_0p025,timesfm,har,4996,4996,0
DAX,pinball_0p025,timesfm,lgbm,4996,4996,0
DAX,pinball_0p025,timesfm,moirai,4996,4996,0
DAX,pinball_0p025,timesfm,naive,4996,4996,0
DAX,pinball_0p025,timesfm,patchtst,4996,4996,0
DAX,pinball_0p025,timesfm,timesfm,4996,4996,0
DAX,pinball_0p05,autoarima,autoarima,4996,4996,0
DAX,pinball_0p05,autoarima,autoets,4996,4996,0
DAX,pinball_0p05,autoarima,chronos,4996,4996,0
DAX,pinball_0p05,autoarima,ewma,4996,4996,0
DAX,pinball_0p05,autoarima,garch11,4996,4996,0
DAX,pinball_0p05,autoarima,garch11_t,4996,4996,0
DAX,pinball_0p05,autoarima,gjr,4996,4996,0
DAX,pinball_0p05,autoarima,har,4996,4996,0
DAX,pinball_0p05,autoarima,lgbm,4996,4996,0
DAX,pinball_0p05,autoarima,moirai,4996,4996,0
DAX,pinball_0p05,autoarima,naive,4996,4996,0
DAX,pinball_0p05,autoarima,patchtst,4996,4996,0
DAX,pinball_0p05,autoarima,timesfm,4996,4996,0
DAX,pinball_0p05,autoets,autoarima,4996,4996,0
DAX,pinball_0p05,autoets,autoets,4996,4996,0
DAX,pinball_0p05,autoets,chronos,4996,4996,0
DAX,pinball_0p05,autoets,ewma,4996,4996,0
DAX,pinball_0p05,autoets,garch11,4996,4996,0
DAX,pinball_0p05,autoets,garch11_t,4996,4996,0
DAX,pinball_0p05,autoets,gjr,4996,4996,0
DAX,pinball_0p05,autoets,har,4996,4996,0
DAX,pinball_0p05,autoets,lgbm,4996,4996,0
DAX,pinball_0p05,autoets,moirai,4996,4996,0
DAX,pinball_0p05,autoets,naive,4996,4996,0
DAX,pinball_0p05,autoets,patchtst,4996,4996,0
DAX,pinball_0p05,autoets,timesfm,4996,4996,0
DAX,pinball_0p05,chronos,autoarima,4996,4996,0
DAX,pinball_0p05,chronos,autoets,4996,4996,0
DAX,pinball_0p05,chronos,chronos,4996,4996,0
DAX,pinball_0p05,chronos,ewma,4996,4996,0
DAX,pinball_0p05,chronos,garch11,4996,4996,0
DAX,pinball_0p05,chronos,garch11_t,4996,4996,0
DAX,pinball_0p05,chronos,gjr,4996,4996,0
DAX,pinball_0p05,chronos,har,4996,4996,0
DAX,pinball_0p05,chronos,lgbm,4996,4996,0
DAX,pinball_0p05,chronos,moirai,4996,4996,0
DAX,pinball_0p05,chronos,naive,4996,4996,0
DAX,pinball_0p05,chronos,patchtst,4996,4996,0
DAX,pinball_0p05,chronos,timesfm,4996,4996,0
DAX,pinball_0p05,ewma,autoarima,4996,4996,0
DAX,pinball_0p05,ewma,autoets,4996,4996,0
DAX,pinball_0p05,ewma,chronos,4996,4996,0
DAX,pinball_0p05,ewma,ewma,4996,4996,0
DAX,pinball_0p05,ewma,garch11,4996,4996,0
DAX,pinball_0p05,ewma,garch11_t,4996,4996,0
DAX,pinball_0p05,ewma,gjr,4996,4996,0
DAX,pinball_0p05,ewma,har,4996,4996,0
DAX,pinball_0p05,ewma,lgbm,4996,4996,0
DAX,pinball_0p05,ewma,moirai,4996,4996,0
DAX,pinball_0p05,ewma,naive,4996,4996,0
DAX,pinball_0p05,ewma,patchtst,4996,4996,0
DAX,pinball_0p05,ewma,timesfm,4996,4996,0
DAX,pinball_0p05,garch11,autoarima,4996,4996,0
DAX,pinball_0p05,garch11,autoets,4996,4996,0
DAX,pinball_0p05,garch11,chronos,4996,4996,0
DAX,pinball_0p05,garch11,ewma,4996,4996,0
DAX,pinball_0p05,garch11,garch11,4996,4996,0
DAX,pinball_0p05,garch11,garch11_t,4996,4996,0
DAX,pinball_0p05,garch11,gjr,4996,4996,0
DAX,pinball_0p05,garch11,har,4996,4996,0
DAX,pinball_0p05,garch11,lgbm,4996,4996,0
DAX,pinball_0p05,garch11,moirai,4996,4996,0
DAX,pinball_0p05,garch11,naive,4996,4996,0
DAX,pinball_0p05,garch11,patchtst,4996,4996,0
DAX,pinball_0p05,garch11,timesfm,4996,4996,0
DAX,pinball_0p05,garch11_t,autoarima,4996,4996,0
DAX,pinball_0p05,garch11_t,autoets,4996,4996,0
DAX,pinball_0p05,garch11_t,chronos,4996,4996,0
DAX,pinball_0p05,garch11_t,ewma,4996,4996,0
DAX,pinball_0p05,garch11_t,garch11,4996,4996,0
DAX,pinball_0p05,garch11_t,garch11_t,4996,4996,0
DAX,pinball_0p05,garch11_t,gjr,4996,4996,0
DAX,pinball_0p05,garch11_t,har,4996,4996,0
DAX,pinball_0p05,garch11_t,lgbm,4996,4996,0
DAX,pinball_0p05,garch11_t,moirai,4996,4996,0
DAX,pinball_0p05,garch11_t,naive,4996,4996,0
DAX,pinball_0p05,garch11_t,patchtst,4996,4996,0
DAX,pinball_0p05,garch11_t,timesfm,4996,4996,0
DAX,pinball_0p05,gjr,autoarima,4996,4996,0
DAX,pinball_0p05,gjr,autoets,4996,4996,0
DAX,pinball_0p05,gjr,chronos,4996,4996,0
DAX,pinball_0p05,gjr,ewma,4996,4996,0
DAX,pinball_0p05,gjr,garch11,4996,4996,0
DAX,pinball_0p05,gjr,garch11_t,4996,4996,0
DAX,pinball_0p05,gjr,gjr,4996,4996,0
DAX,pinball_0p05,gjr,har,4996,4996,0
DAX,pinball_0p05,gjr,lgbm,4996,4996,0
DAX,pinball_0p05,gjr,moirai,4996,4996,0
DAX,pinball_0p05,gjr,naive,4996,4996,0
DAX,pinball_0p05,gjr,patchtst,4996,4996,0
DAX,pinball_0p05,gjr,timesfm,4996,4996,0
DAX,pinball_0p05,har,autoarima,4996,4996,0
DAX,pinball_0p05,har,autoets,4996,4996,0
DAX,pinball_0p05,har,chronos,4996,4996,0
DAX,pinball_0p05,har,ewma,4996,4996,0
DAX,pinball_0p05,har,garch11,4996,4996,0
DAX,pinball_0p05,har,garch11_t,4996,4996,0
DAX,pinball_0p05,har,gjr,4996,4996,0
DAX,pinball_0p05,har,har,4996,4996,0
DAX,pinball_0p05,har,lgbm,4996,4996,0
DAX,pinball_0p05,har,moirai,4996,4996,0
DAX,pinball_0p05,har,naive,4996,4996,0
DAX,pinball_0p05,har,patchtst,4996,4996,0
DAX,pinball_0p05,har,timesfm,4996,4996,0
DAX,pinball_0p05,lgbm,autoarima,4996,4996,0
DAX,pinball_0p05,lgbm,autoets,4996,4996,0
DAX,pinball_0p05,lgbm,chronos,4996,4996,0
DAX,pinball_0p05,lgbm,ewma,4996,4996,0
DAX,pinball_0p05,lgbm,garch11,4996,4996,0
DAX,pinball_0p05,lgbm,garch11_t,4996,4996,0
DAX,pinball_0p05,lgbm,gjr,4996,4996,0
DAX,pinball_0p05,lgbm,har,4996,4996,0
DAX,pinball_0p05,lgbm,lgbm,4996,4996,0
DAX,pinball_0p05,lgbm,moirai,4996,4996,0
DAX,pinball_0p05,lgbm,naive,4996,4996,0
DAX,pinball_0p05,lgbm,patchtst,4996,4996,0
DAX,pinball_0p05,lgbm,timesfm,4996,4996,0
DAX,pinball_0p05,moirai,autoarima,4996,4996,0
DAX,pinball_0p05,moirai,autoets,4996,4996,0
DAX,pinball_0p05,moirai,chronos,4996,4996,0
DAX,pinball_0p05,moirai,ewma,4996,4996,0
DAX,pinball_0p05,moirai,garch11,4996,4996,0
DAX,pinball_0p05,moirai,garch11_t,4996,4996,0
DAX,pinball_0p05,moirai,gjr,4996,4996,0
DAX,pinball_0p05,moirai,har,4996,4996,0
DAX,pinball_0p05,moirai,lgbm,4996,4996,0
DAX,pinball_0p05,moirai,moirai,4996,4996,0
DAX,pinball_0p05,moirai,naive,4996,4996,0
DAX,pinball_0p05,moirai,patchtst,4996,4996,0
DAX,pinball_0p05,moirai,timesfm,4996,4996,0
DAX,pinball_0p05,naive,autoarima,4996,4996,0
DAX,pinball_0p05,naive,autoets,4996,4996,0
DAX,pinball_0p05,naive,chronos,4996,4996,0
DAX,pinball_0p05,naive,ewma,4996,4996,0
DAX,pinball_0p05,naive,garch11,4996,4996,0
DAX,pinball_0p05,naive,garch11_t,4996,4996,0
DAX,pinball_0p05,naive,gjr,4996,4996,0
DAX,pinball_0p05,naive,har,4996,4996,0
DAX,pinball_0p05,naive,lgbm,4996,4996,0
DAX,pinball_0p05,naive,moirai,4996,4996,0
DAX,pinball_0p05,naive,naive,4996,4996,0
DAX,pinball_0p05,naive,patchtst,4996,4996,0
DAX,pinball_0p05,naive,timesfm,4996,4996,0
DAX,pinball_0p05,patchtst,autoarima,4996,4996,0
DAX,pinball_0p05,patchtst,autoets,4996,4996,0
DAX,pinball_0p05,patchtst,chronos,4996,4996,0
DAX,pinball_0p05,patchtst,ewma,4996,4996,0
DAX,pinball_0p05,patchtst,garch11,4996,4996,0
DAX,pinball_0p05,patchtst,garch11_t,4996,4996,0
DAX,pinball_0p05,patchtst,gjr,4996,4996,0
DAX,pinball_0p05,patchtst,har,4996,4996,0
DAX,pinball_0p05,patchtst,lgbm,4996,4996,0
DAX,pinball_0p05,patchtst,moirai,4996,4996,0
DAX,pinball_0p05,patchtst,naive,4996,4996,0
DAX,pinball_0p05,patchtst,patchtst,4996,4996,0
DAX,pinball_0p05,patchtst,timesfm,4996,4996,0
DAX,pinball_0p05,timesfm,autoarima,4996,4996,0
DAX,pinball_0p05,timesfm,autoets,4996,4996,0
DAX,pinball_0p05,timesfm,chronos,4996,4996,0
DAX,pinball_0p05,timesfm,ewma,4996,4996,0
DAX,pinball_0p05,timesfm,garch11,4996,4996,0
DAX,pinball_0p05,timesfm,garch11_t,4996,4996,0
DAX,pinball_0p05,timesfm,gjr,4996,4996,0
DAX,pinball_0p05,timesfm,har,4996,4996,0
DAX,pinball_0p05,timesfm,lgbm,4996,4996,0
DAX,pinball_0p05,timesfm,moirai,4996,4996,0
DAX,pinball_0p05,timesfm,naive,4996,4996,0
DAX,pinball_0p05,timesfm,patchtst,4996,4996,0
DAX,pinball_0p05,timesfm,timesfm,4996,4996,0
DAX,pinball_avg,autoarima,autoarima,4996,4996,0
DAX,pinball_avg,autoarima,autoets,4996,4996,0
DAX,pinball_avg,autoarima,chronos,4996,4996,0
DAX,pinball_avg,autoarima,ewma,4996,4996,0
DAX,pinball_avg,autoarima,garch11,4996,4996,0
DAX,pinball_avg,autoarima,garch11_t,4996,4996,0
DAX,pinball_avg,autoarima,gjr,4996,4996,0
DAX,pinball_avg,autoarima,har,4996,4996,0
DAX,pinball_avg,autoarima,lgbm,4996,4996,0
DAX,pinball_avg,autoarima,moirai,4996,4996,0
DAX,pinball_avg,autoarima,naive,4996,4996,0
DAX,pinball_avg,autoarima,patchtst,4996,4996,0
DAX,pinball_avg,autoarima,timesfm,4996,4996,0
DAX,pinball_avg,autoets,autoarima,4996,4996,0
DAX,pinball_avg,autoets,autoets,4996,4996,0
DAX,pinball_avg,autoets,chronos,4996,4996,0
DAX,pinball_avg,autoets,ewma,4996,4996,0
DAX,pinball_avg,autoets,garch11,4996,4996,0
DAX,pinball_avg,autoets,garch11_t,4996,4996,0
DAX,pinball_avg,autoets,gjr,4996,4996,0
DAX,pinball_avg,autoets,har,4996,4996,0
DAX,pinball_avg,autoets,lgbm,4996,4996,0
DAX,pinball_avg,autoets,moirai,4996,4996,0
DAX,pinball_avg,autoets,naive,4996,4996,0
DAX,pinball_avg,autoets,patchtst,4996,4996,0
DAX,pinball_avg,autoets,timesfm,4996,4996,0
DAX,pinball_avg,chronos,autoarima,4996,4996,0
DAX,pinball_avg,chronos,autoets,4996,4996,0
DAX,pinball_avg,chronos,chronos,4996,4996,0
DAX,pinball_avg,chronos,ewma,4996,4996,0
DAX,pinball_avg,chronos,garch11,4996,4996,0
DAX,pinball_avg,chronos,garch11_t,4996,4996,0
DAX,pinball_avg,chronos,gjr,4996,4996,0
DAX,pinball_avg,chronos,har,4996,4996,0
DAX,pinball_avg,chronos,lgbm,4996,4996,0
DAX,pinball_avg,chronos,moirai,4996,4996,0
DAX,pinball_avg,chronos,naive,4996,4996,0
DAX,pinball_avg,chronos,patchtst,4996,4996,0
DAX,pinball_avg,chronos,timesfm,4996,4996,0
DAX,pinball_avg,ewma,autoarima,4996,4996,0
DAX,pinball_avg,ewma,autoets,4996,4996,0
DAX,pinball_avg,ewma,chronos,4996,4996,0
DAX,pinball_avg,ewma,ewma,4996,4996,0
DAX,pinball_avg,ewma,garch11,4996,4996,0
DAX,pinball_avg,ewma,garch11_t,4996,4996,0
DAX,pinball_avg,ewma,gjr,4996,4996,0
DAX,pinball_avg,ewma,har,4996,4996,0
DAX,pinball_avg,ewma,lgbm,4996,4996,0
DAX,pinball_avg,ewma,moirai,4996,4996,0
DAX,pinball_avg,ewma,naive,4996,4996,0
DAX,pinball_avg,ewma,patchtst,4996,4996,0
DAX,pinball_avg,ewma,timesfm,4996,4996,0
DAX,pinball_avg,garch11,autoarima,4996,4996,0
DAX,pinball_avg,garch11,autoets,4996,4996,0
DAX,pinball_avg,garch11,chronos,4996,4996,0
DAX,pinball_avg,garch11,ewma,4996,4996,0
DAX,pinball_avg,garch11,garch11,4996,4996,0
DAX,pinball_avg,garch11,garch11_t,4996,4996,0
DAX,pinball_avg,garch11,gjr,4996,4996,0
DAX,pinball_avg,garch11,har,4996,4996,0
DAX,pinball_avg,garch11,lgbm,4996,4996,0
DAX,pinball_avg,garch11,moirai,4996,4996,0
DAX,pinball_avg,garch11,naive,4996,4996,0
DAX,pinball_avg,garch11,patchtst,4996,4996,0
DAX,pinball_avg,garch11,timesfm,4996,4996,0
DAX,pinball_avg,garch11_t,autoarima,4996,4996,0
DAX,pinball_avg,garch11_t,autoets,4996,4996,0
DAX,pinball_avg,garch11_t,chronos,4996,4996,0
DAX,pinball_avg,garch11_t,ewma,4996,4996,0
DAX,pinball_avg,garch11_t,garch11,4996,4996,0
DAX,pinball_avg,garch11_t,garch11_t,4996,4996,0
DAX,pinball_avg,garch11_t,gjr,4996,4996,0
DAX,pinball_avg,garch11_t,har,4996,4996,0
DAX,pinball_avg,garch11_t,lgbm,4996,4996,0
DAX,pinball_avg,garch11_t,moirai,4996,4996,0
DAX,pinball_avg,garch11_t,naive,4996,4996,0
DAX,pinball_avg,garch11_t,patchtst,4996,4996,0
DAX,pinball_avg,garch11_t,timesfm,4996,4996,0
DAX,pinball_avg,gjr,autoarima,4996,4996,0
DAX,pinball_avg,gjr,autoets,4996,4996,0
DAX,pinball_avg,gjr,chronos,4996,4996,0
DAX,pinball_avg,gjr,ewma,4996,4996,0
DAX,pinball_avg,gjr,garch11,4996,4996,0
DAX,pinball_avg,gjr,garch11_t,4996,4996,0
DAX,pinball_avg,gjr,gjr,4996,4996,0
DAX,pinball_avg,gjr,har,4996,4996,0
DAX,pinball_avg,gjr,lgbm,4996,4996,0
DAX,pinball_avg,gjr,moirai,4996,4996,0
DAX,pinball_avg,gjr,naive,4996,4996,0
DAX,pinball_avg,gjr,patchtst,4996,4996,0
DAX,pinball_avg,gjr,timesfm,4996,4996,0
DAX,pinball_avg,har,autoarima,4996,4996,0
DAX,pinball_avg,har,autoets,4996,4996,0
DAX,pinball_avg,har,chronos,4996,4996,0
DAX,pinball_avg,har,ewma,4996,4996,0
DAX,pinball_avg,har,garch11,4996,4996,0
DAX,pinball_avg,har,garch11_t,4996,4996,0
DAX,pinball_avg,har,gjr,4996,4996,0
DAX,pinball_avg,har,har,4996,4996,0
DAX,pinball_avg,har,lgbm,4996,4996,0
DAX,pinball_avg,har,moirai,4996,4996,0
DAX,pinball_avg,har,naive,4996,4996,0
DAX,pinball_avg,har,patchtst,4996,4996,0
DAX,pinball_avg,har,timesfm,4996,4996,0
DAX,pinball_avg,lgbm,autoarima,4996,4996,0
DAX,pinball_avg,lgbm,autoets,4996,4996,0
DAX,pinball_avg,lgbm,chronos,4996,4996,0
DAX,pinball_avg,lgbm,ewma,4996,4996,0
DAX,pinball_avg,lgbm,garch11,4996,4996,0
DAX,pinball_avg,lgbm,garch11_t,4996,4996,0
DAX,pinball_avg,lgbm,gjr,4996,4996,0
DAX,pinball_avg,lgbm,har,4996,4996,0
DAX,pinball_avg,lgbm,lgbm,4996,4996,0
DAX,pinball_avg,lgbm,moirai,4996,4996,0
DAX,pinball_avg,lgbm,naive,4996,4996,0
DAX,pinball_avg,lgbm,patchtst,4996,4996,0
DAX,pinball_avg,lgbm,timesfm,4996,4996,0
DAX,pinball_avg,moirai,autoarima,4996,4996,0
DAX,pinball_avg,moirai,autoets,4996,4996,0
DAX,pinball_avg,moirai,chronos,4996,4996,0
DAX,pinball_avg,moirai,ewma,4996,4996,0
DAX,pinball_avg,moirai,garch11,4996,4996,0
DAX,pinball_avg,moirai,garch11_t,4996,4996,0
DAX,pinball_avg,moirai,gjr,4996,4996,0
DAX,pinball_avg,moirai,har,4996,4996,0
DAX,pinball_avg,moirai,lgbm,4996,4996,0
DAX,pinball_avg,moirai,moirai,4996,4996,0
DAX,pinball_avg,moirai,naive,4996,4996,0
DAX,pinball_avg,moirai,patchtst,4996,4996,0
DAX,pinball_avg,moirai,timesfm,4996,4996,0
DAX,pinball_avg,naive,autoarima,4996,4996,0
DAX,pinball_avg,naive,autoets,4996,4996,0
DAX,pinball_avg,naive,chronos,4996,4996,0
DAX,pinball_avg,naive,ewma,4996,4996,0
DAX,pinball_avg,naive,garch11,4996,4996,0
DAX,pinball_avg,naive,garch11_t,4996,4996,0
DAX,pinball_avg,naive,gjr,4996,4996,0
DAX,pinball_avg,naive,har,4996,4996,0
DAX,pinball_avg,naive,lgbm,4996,4996,0
DAX,pinball_avg,naive,moirai,4996,4996,0
DAX,pinball_avg,naive,naive,4996,4996,0
DAX,pinball_avg,naive,patchtst,4996,4996,0
DAX,pinball_avg,naive,timesfm,4996,4996,0
DAX,pinball_avg,patchtst,autoarima,4996,4996,0
DAX,pinball_avg,patchtst,autoets,4996,4996,0
DAX,pinball_avg,patchtst,chronos,4996,4996,0
DAX,pinball_avg,patchtst,ewma,4996,4996,0
DAX,pinball_avg,patchtst,garch11,4996,4996,0
DAX,pinball_avg,patchtst,garch11_t,4996,4996,0
DAX,pinball_avg,patchtst,gjr,4996,4996,0
DAX,pinball_avg,patchtst,har,4996,4996,0
DAX,pinball_avg,patchtst,lgbm,4996,4996,0
DAX,pinball_avg,patchtst,moirai,4996,4996,0
DAX,pinball_avg,patchtst,naive,4996,4996,0
DAX,pinball_avg,patchtst,patchtst,4996,4996,0
DAX,pinball_avg,patchtst,timesfm,4996,4996,0
DAX,pinball_avg,timesfm,autoarima,4996,4996,0
DAX,pinball_avg,timesfm,autoets,4996,4996,0
DAX,pinball_avg,timesfm,chronos,4996,4996,0
DAX,pinball_avg,timesfm,ewma,4996,4996,0
DAX,pinball_avg,timesfm,garch11,4996,4996,0
DAX,pinball_avg,timesfm,garch11_t,4996,4996,0
DAX,pinball_avg,timesfm,gjr,4996,4996,0
DAX,pinball_avg,timesfm,har,4996,4996,0
DAX,pinball_avg,timesfm,lgbm,4996,4996,0
DAX,pinball_avg,timesfm,moirai,4996,4996,0
DAX,pinball_avg,timesfm,naive,4996,4996,0
DAX,pinball_avg,timesfm,patchtst,4996,4996,0
DAX,pinball_avg,timesfm,timesfm,4996,4996,0
DAX,qlike,autoarima,autoarima,4996,4996,0
DAX,qlike,autoarima,autoets,4996,4996,0
DAX,qlike,autoarima,chronos,4996,4996,0
DAX,qlike,autoarima,ewma,4996,4996,0
DAX,qlike,autoarima,garch11,4996,4996,0
DAX,qlike,autoarima,garch11_t,4996,4996,0
DAX,qlike,autoarima,gjr,4996,4996,0
DAX,qlike,autoarima,har,4996,4996,0
DAX,qlike,autoarima,lgbm,4996,4996,0
DAX,qlike,autoarima,moirai,4996,4996,0
DAX,qlike,autoarima,naive,4996,4996,0
DAX,qlike,autoarima,patchtst,4996,4996,0
DAX,qlike,autoarima,timesfm,4996,4996,0
DAX,qlike,autoets,autoarima,4996,4996,0
DAX,qlike,autoets,autoets,4996,4996,0
DAX,qlike,autoets,chronos,4996,4996,0
DAX,qlike,autoets,ewma,4996,4996,0
DAX,qlike,autoets,garch11,4996,4996,0
DAX,qlike,autoets,garch11_t,4996,4996,0
DAX,qlike,autoets,gjr,4996,4996,0
DAX,qlike,autoets,har,4996,4996,0
DAX,qlike,autoets,lgbm,4996,4996,0
DAX,qlike,autoets,moirai,4996,4996,0
DAX,qlike,autoets,naive,4996,4996,0
DAX,qlike,autoets,patchtst,4996,4996,0
DAX,qlike,autoets,timesfm,4996,4996,0
DAX,qlike,chronos,autoarima,4996,4996,0
DAX,qlike,chronos,autoets,4996,4996,0
DAX,qlike,chronos,chronos,4996,4996,0
DAX,qlike,chronos,ewma,4996,4996,0
DAX,qlike,chronos,garch11,4996,4996,0
DAX,qlike,chronos,garch11_t,4996,4996,0
DAX,qlike,chronos,gjr,4996,4996,0
DAX,qlike,chronos,har,4996,4996,0
DAX,qlike,chronos,lgbm,4996,4996,0
DAX,qlike,chronos,moirai,4996,4996,0
DAX,qlike,chronos,naive,4996,4996,0
DAX,qlike,chronos,patchtst,4996,4996,0
DAX,qlike,chronos,timesfm,4996,4996,0
DAX,qlike,ewma,autoarima,4996,4996,0
DAX,qlike,ewma,autoets,4996,4996,0
DAX,qlike,ewma,chronos,4996,4996,0
DAX,qlike,ewma,ewma,4996,4996,0
DAX,qlike,ewma,garch11,4996,4996,0
DAX,qlike,ewma,garch11_t,4996,4996,0
DAX,qlike,ewma,gjr,4996,4996,0
DAX,qlike,ewma,har,4996,4996,0
DAX,qlike,ewma,lgbm,4996,4996,0
DAX,qlike,ewma,moirai,4996,4996,0
DAX,qlike,ewma,naive,4996,4996,0
DAX,qlike,ewma,patchtst,4996,4996,0
DAX,qlike,ewma,timesfm,4996,4996,0
DAX,qlike,garch11,autoarima,4996,4996,0
DAX,qlike,garch11,autoets,4996,4996,0
DAX,qlike,garch11,chronos,4996,4996,0
DAX,qlike,garch11,ewma,4996,4996,0
DAX,qlike,garch11,garch11,4996,4996,0
DAX,qlike,garch11,garch11_t,4996,4996,0
DAX,qlike,garch11,gjr,4996,4996,0
DAX,qlike,garch11,har,4996,4996,0
DAX,qlike,garch11,lgbm,4996,4996,0
DAX,qlike,garch11,moirai,4996,4996,0
DAX,qlike,garch11,naive,4996,4996,0
DAX,qlike,garch11,patchtst,4996,4996,0
DAX,qlike,garch11,timesfm,4996,4996,0
DAX,qlike,garch11_t,autoarima,4996,4996,0
DAX,qlike,garch11_t,autoets,4996,4996,0
DAX,qlike,garch11_t,chronos,4996,4996,0
DAX,qlike,garch11_t,ewma,4996,4996,0
DAX,qlike,garch11_t,garch11,4996,4996,0
DAX,qlike,garch11_t,garch11_t,4996,4996,0
DAX,qlike,garch11_t,gjr,4996,4996,0
DAX,qlike,garch11_t,har,4996,4996,0
DAX,qlike,garch11_t,lgbm,4996,4996,0
DAX,qlike,garch11_t,moirai,4996,4996,0
DAX,qlike,garch11_t,naive,4996,4996,0
DAX,qlike,garch11_t,patchtst,4996,4996,0
DAX,qlike,garch11_t,timesfm,4996,4996,0
DAX,qlike,gjr,autoarima,4996,4996,0
DAX,qlike,gjr,autoets,4996,4996,0
DAX,qlike,gjr,chronos,4996,4996,0
DAX,qlike,gjr,ewma,4996,4996,0
DAX,qlike,gjr,garch11,4996,4996,0
DAX,qlike,gjr,garch11_t,4996,4996,0
DAX,qlike,gjr,gjr,4996,4996,0
DAX,qlike,gjr,har,4996,4996,0
DAX,qlike,gjr,lgbm,4996,4996,0
DAX,qlike,gjr,moirai,4996,4996,0
DAX,qlike,gjr,naive,4996,4996,0
DAX,qlike,gjr,patchtst,4996,4996,0
DAX,qlike,gjr,timesfm,4996,4996,0
DAX,qlike,har,autoarima,4996,4996,0
DAX,qlike,har,autoets,4996,4996,0
DAX,qlike,har,chronos,4996,4996,0
DAX,qlike,har,ewma,4996,4996,0
DAX,qlike,har,garch11,4996,4996,0
DAX,qlike,har,garch11_t,4996,4996,0
DAX,qlike,har,gjr,4996,4996,0
DAX,qlike,har,har,4996,4996,0
DAX,qlike,har,lgbm,4996,4996,0
DAX,qlike,har,moirai,4996,4996,0
DAX,qlike,har,naive,4996,4996,0
DAX,qlike,har,patchtst,4996,4996,0
DAX,qlike,har,timesfm,4996,4996,0
DAX,qlike,lgbm,autoarima,4996,4996,0
DAX,qlike,lgbm,autoets,4996,4996,0
DAX,qlike,lgbm,chronos,4996,4996,0
DAX,qlike,lgbm,ewma,4996,4996,0
DAX,qlike,lgbm,garch11,4996,4996,0
DAX,qlike,lgbm,garch11_t,4996,4996,0
DAX,qlike,lgbm,gjr,4996,4996,0
DAX,qlike,lgbm,har,4996,4996,0
DAX,qlike,lgbm,lgbm,4996,4996,0
DAX,qlike,lgbm,moirai,4996,4996,0
DAX,qlike,lgbm,naive,4996,4996,0
DAX,qlike,lgbm,patchtst,4996,4996,0
DAX,qlike,lgbm,timesfm,4996,4996,0
DAX,qlike,moirai,autoarima,4996,4996,0
DAX,qlike,moirai,autoets,4996,4996,0
DAX,qlike,moirai,chronos,4996,4996,0
DAX,qlike,moirai,ewma,4996,4996,0
DAX,qlike,moirai,garch11,4996,4996,0
DAX,qlike,moirai,garch11_t,4996,4996,0
DAX,qlike,moirai,gjr,4996,4996,0
DAX,qlike,moirai,har,4996,4996,0
DAX,qlike,moirai,lgbm,4996,4996,0
DAX,qlike,moirai,moirai,4996,4996,0
DAX,qlike,moirai,naive,4996,4996,0
DAX,qlike,moirai,patchtst,4996,4996,0
DAX,qlike,moirai,timesfm,4996,4996,0
DAX,qlike,naive,autoarima,4996,4996,0
DAX,qlike,naive,autoets,4996,4996,0
DAX,qlike,naive,chronos,4996,4996,0
DAX,qlike,naive,ewma,4996,4996,0
DAX,qlike,naive,garch11,4996,4996,0
DAX,qlike,naive,garch11_t,4996,4996,0
DAX,qlike,naive,gjr,4996,4996,0
DAX,qlike,naive,har,4996,4996,0
DAX,qlike,naive,lgbm,4996,4996,0
DAX,qlike,naive,moirai,4996,4996,0
DAX,qlike,naive,naive,4996,4996,0
DAX,qlike,naive,patchtst,4996,4996,0
DAX,qlike,naive,timesfm,4996,4996,0
DAX,qlike,patchtst,autoarima,4996,4996,0
DAX,qlike,patchtst,autoets,4996,4996,0
DAX,qlike,patchtst,chronos,4996,4996,0
DAX,qlike,patchtst,ewma,4996,4996,0
DAX,qlike,patchtst,garch11,4996,4996,0
