loss,statistic,block,model,assets,survives_0.1,survives_0.25
fz0_0p01,range,equity,chronos,9,5,3
fz0_0p01,range,equity,ewma,9,2,1
fz0_0p01,range,equity,garch11,9,0,0
fz0_0p01,range,equity,garch11_t,9,9,9
fz0_0p01,range,equity,gjr,9,8,4
fz0_0p01,range,equity,har,9,6,4
fz0_0p01,range,equity,lgbm,9,4,1
fz0_0p01,range,equity,moirai,9,4,1
fz0_0p01,range,equity,naive,9,1,0
fz0_0p01,range,equity,patchtst,9,0,0
fz0_0p01,range,equity,timesfm,9,5,3
fz0_0p01,semi_quadratic,equity,autoarima,9,5,5
fz0_0p01,semi_quadratic,equity,autoets,9,6,5
fz0_0p01,semi_quadratic,equity,chronos,9,5,2
fz0_0p01,semi_quadratic,equity,ewma,9,2,1
fz0_0p01,semi_quadratic,equity,garch11,9,1,1
fz0_0p01,semi_quadratic,equity,garch11_t,9,9,9
fz0_0p01,semi_quadratic,equity,gjr,9,8,4
fz0_0p01,semi_quadratic,equity,har,9,5,4
fz0_0p01,semi_quadratic,equity,lgbm,9,1,1
fz0_0p01,semi_quadratic,equity,moirai,9,4,1
fz0_0p01,semi_quadratic,equity,naive,9,0,0
fz0_0p01,semi_quadratic,equity,patchtst,9,0,0
fz0_0p01,semi_quadratic,equity,timesfm,9,5,2
fz0_0p01,range,crypto,autoarima,2,2,2
fz0_0p01,range,crypto,autoets,2,2,2
fz0_0p01,range,crypto,chronos,2,1,1
fz0_0p01,range,crypto,ewma,2,1,1
fz0_0p01,range,crypto,garch11,2,2,2
fz0_0p01,range,crypto,garch11_t,2,2,2
fz0_0p01,range,crypto,gjr,2,2,2
fz0_0p01,range,crypto,har,2,2,2
fz0_0p01,range,crypto,lgbm,2,2,2
fz0_0p01,range,crypto,moirai,2,2,2
fz0_0p01,range,crypto,naive,2,2,2
fz0_0p01,range,crypto,patchtst,2,0,0
fz0_0p01,range,crypto,timesfm,2,2,2
fz0_0p01,semi_quadratic,crypto,autoarima,2,2,2
fz0_0p01,semi_quadratic,crypto,autoets,2,2,2
fz0_0p01,semi_quadratic,crypto,chronos,2,2,2
fz0_0p01,semi_quadratic,crypto,ewma,2,1,1
fz0_0p01,semi_quadratic,crypto,garch11,2,2,2
fz0_0p01,semi_quadratic,crypto,garch11_t,2,2,2
fz0_0p01,semi_quadratic,crypto,gjr,2,2,2
fz0_0p01,semi_quadratic,crypto,har,2,2,2
fz0_0p01,semi_quadratic,crypto,lgbm,2,2,2
fz0_0p01,semi_quadratic,crypto,moirai,2,2,2
fz0_0p01,semi_quadratic,crypto,naive,2,2,2
fz0_0p01,semi_quadratic,crypto,patchtst,2,0,0
fz0_0p01,semi_quadratic,crypto,timesfm,2,2,2
fz0_0p025,range,all,autoarima,11,9,6
fz0_0p025,range,all,autoets,11,9,6
fz0_0p025,range,all,chronos,11,8,6
fz0_0p025,range,all,ewma,11,2,2
fz0_0p025,range,all,garch11,11,5,1
fz0_0p025,range,all,garch11_t,11,10,9
fz0_0p025,range,all,gjr,11,11,10
fz0_0p025,range,all,har,11,9,7
fz0_0p025,range,all,lgbm,11,5,2
fz0_0p025,range,all,moirai,11,8,6
fz0_0p025,range,all,naive,11,4,0
fz0_0p025,range,all,patchtst,11,0,0
fz0_0p025,range,all,timesfm,11,9,4
fz0_0p025,semi_quadratic,all,autoarima,11,8,6
fz0_0p025,semi_quadratic,all,autoets,11,8,6
fz0_0p025,semi_quadratic,all,chronos,11,7,4
fz0_0p025,semi_quadratic,all,ewma,11,2,2
fz0_0p025,semi_quadratic,all,garch11,11,2,1
fz0_0p025,semi_quadratic,all,garch11_t,11,10,8
fz0_0p025,semi_quadratic,all,gjr,11,11,10
fz0_0p025,semi_quadratic,all,har,11,9,7
fz0_0p025,semi_quadratic,all,lgbm,11,2,2
fz0_0p025,semi_quadratic,all,moirai,11,8,5
fz0_0p025,semi_quadratic,all,naive,11,2,0
fz0_0p025,semi_quadratic,all,patchtst,11,0,0
fz0_0p025,semi_quadratic,all,timesfm,11,8,4
fz0_0p025,range,equity,autoarima,9,7,5
fz0_0p025,range,equity,autoets,9,7,6
fz0_0p025,range,equity,chronos,9,6,5
fz0_0p025,range,equity,ewma,9,2,2
fz0_0p025,range,equity,garch11,9,4,0
fz0_0p025,range,equity,garch11_t,9,8,8
fz0_0p025,range,equity,gjr,9,9,9
fz0_0p025,range,equity,har,9,7,6
fz0_0p025,range,equity,lgbm,9,4,1
fz0_0p025,range,equity,moirai,9,6,4
fz0_0p025,range,equity,naive,9,2,0
fz0_0p025,range,equity,patchtst,9,0,0
fz0_0p025,range,equity,timesfm,9,7,3
fz0_0p025,semi_quadratic,equity,autoarima,9,6,5
fz0_0p025,semi_quadratic,equity,autoets,9,6,6
fz0_0p025,semi_quadratic,equity,chronos,9,5,3
fz0_0p025,semi_quadratic,equity,ewma,9,2,2
fz0_0p025,semi_quadratic,equity,garch11,9,1,0
fz0_0p025,semi_quadratic,equity,garch11_t,9,8,7
fz0_0p025,semi_quadratic,equity,gjr,9,9,9
fz0_0p025,semi_quadratic,equity,har,9,7,6
fz0_0p025,semi_quadratic,equity,lgbm,9,1,1
fz0_0p025,semi_quadratic,equity,moirai,9,6,3
fz0_0p025,semi_quadratic,equity,naive,9,0,0
fz0_0p025,semi_quadratic,equity,patchtst,9,0,0
fz0_0p025,semi_quadratic,equity,timesfm,9,6,3
fz0_0p025,range,crypto,autoarima,2,2,1
fz0_0p025,range,crypto,autoets,2,2,0
fz0_0p025,range,crypto,chronos,2,2,1
fz0_0p025,range,crypto,ewma,2,0,0
fz0_0p025,range,crypto,garch11,2,1,1
fz0_0p025,range,crypto,garch11_t,2,2,1
fz0_0p025,range,crypto,gjr,2,2,1
fz0_0p025,range,crypto,har,2,2,1
fz0_0p025,range,crypto,lgbm,2,1,1
fz0_0p025,range,crypto,moirai,2,2,2
fz0_0p025,range,crypto,naive,2,2,0
fz0_0p025,range,crypto,patchtst,2,0,0
fz0_0p025,range,crypto,timesfm,2,2,1
fz0_0p025,semi_quadratic,crypto,autoarima,2,2,1
fz0_0p025,semi_quadratic,crypto,autoets,2,2,0
fz0_0p025,semi_quadratic,crypto,chronos,2,2,1
fz0_0p025,semi_quadratic,crypto,ewma,2,0,0
fz0_0p025,semi_quadratic,crypto,garch11,2,1,1
fz0_0p025,semi_quadratic,crypto,garch11_t,2,2,1
fz0_0p025,semi_quadratic,crypto,gjr,2,2,1
fz0_0p025,semi_quadratic,crypto,har,2,2,1
fz0_0p025,semi_quadratic,crypto,lgbm,2,1,1
fz0_0p025,semi_quadratic,crypto,moirai,2,2,2
fz0_0p025,semi_quadratic,crypto,naive,2,2,0
fz0_0p025,semi_quadratic,crypto,patchtst,2,0,0
fz0_0p025,semi_quadratic,crypto,timesfm,2,2,1
fz0_0p05,range,all,autoarima,11,8,6
fz0_0p05,range,all,autoets,11,7,6
fz0_0p05,range,all,chronos,11,5,2
fz0_0p05,range,all,ewma,11,2,2
fz0_0p05,range,all,garch11,11,3,1
fz0_0p05,range,all,garch11_t,11,5,2
fz0_0p05,range,all,gjr,11,10,7
fz0_0p05,range,all,har,11,8,5
fz0_0p05,range,all,lgbm,11,3,0
fz0_0p05,range,all,moirai,11,9,6
fz0_0p05,range,all,naive,11,0,0
fz0_0p05,range,all,patchtst,11,0,0
fz0_0p05,range,all,timesfm,11,5,2
fz0_0p05,semi_quadratic,all,autoarima,11,7,6
fz0_0p05,semi_quadratic,all,autoets,11,7,6
fz0_0p05,semi_quadratic,all,chronos,11,3,2
fz0_0p05,semi_quadratic,all,ewma,11,2,2
fz0_0p05,semi_quadratic,all,garch11,11,3,1
fz0_0p05,semi_quadratic,all,garch11_t,11,4,2
fz0_0p05,semi_quadratic,all,gjr,11,9,7
fz0_0p05,semi_quadratic,all,har,11,8,5
fz0_0p05,semi_quadratic,all,lgbm,11,0,0
fz0_0p05,semi_quadratic,all,moirai,11,8,5
fz0_0p05,semi_quadratic,all,naive,11,0,0
fz0_0p05,semi_quadratic,all,patchtst,11,0,0
fz0_0p05,semi_quadratic,all,timesfm,11,4,2
fz0_0p05,range,equity,autoarima,9,7,5
fz0_0p05,range,equity,autoets,9,7,6
fz0_0p05,range,equity,chronos,9,4,1
fz0_0p05,range,equity,ewma,9,2,2
fz0_0p05,range,equity,garch11,9,3,1
fz0_0p05,range,equity,garch11_t,9,4,2
fz0_0p05,range,equity,gjr,9,9,7
fz0_0p05,range,equity,har,9,7,5
fz0_0p05,range,equity,lgbm,9,2,0
fz0_0p05,range,equity,moirai,9,7,4
fz0_0p05,range,equity,naive,9,0,0
fz0_0p05,range,equity,patchtst,9,0,0
fz0_0p05,range,equity,timesfm,9,4,1
fz0_0p05,semi_quadratic,equity,autoarima,9,6,5
fz0_0p05,semi_quadratic,equity,autoets,9,7,6
fz0_0p05,semi_quadratic,equity,chronos,9,2,1
fz0_0p05,semi_quadratic,equity,ewma,9,2,2
fz0_0p05,semi_quadratic,equity,garch11,9,3,1
fz0_0p05,semi_quadratic,equity,garch11_t,9,3,2
fz0_0p05,semi_quadratic,equity,gjr,9,9,7
fz0_0p05,semi_quadratic,equity,har,9,7,5
fz0_0p05,semi_quadratic,equity,lgbm,9,0,0
fz0_0p05,semi_quadratic,equity,moirai,9,6,3
fz0_0p05,semi_quadratic,equity,naive,9,0,0
fz0_0p05,semi_quadratic,equity,patchtst,9,0,0
fz0_0p05,semi_quadratic,equity,timesfm,9,3,1
fz0_0p05,range,crypto,autoarima,2,1,1
fz0_0p05,range,crypto,autoets,2,0,0
fz0_0p05,range,crypto,chronos,2,1,1
fz0_0p05,range,crypto,ewma,2,0,0
fz0_0p05,range,crypto,garch11,2,0,0
fz0_0p05,range,crypto,garch11_t,2,1,0
fz0_0p05,range,crypto,gjr,2,1,0
fz0_0p05,range,crypto,har,2,1,0
fz0_0p05,range,crypto,lgbm,2,1,0
fz0_0p05,range,crypto,moirai,2,2,2
fz0_0p05,range,crypto,naive,2,0,0
fz0_0p05,range,crypto,patchtst,2,0,0
fz0_0p05,range,crypto,timesfm,2,1,1
fz0_0p05,semi_quadratic,crypto,autoarima,2,1,1
fz0_0p05,semi_quadratic,crypto,autoets,2,0,0
fz0_0p05,semi_quadratic,crypto,chronos,2,1,1
fz0_0p05,semi_quadratic,crypto,ewma,2,0,0
fz0_0p05,semi_quadratic,crypto,garch11,2,0,0
fz0_0p05,semi_quadratic,crypto,garch11_t,2,1,0
fz0_0p05,semi_quadratic,crypto,gjr,2,0,0
fz0_0p05,semi_quadratic,crypto,har,2,1,0
fz0_0p05,semi_quadratic,crypto,lgbm,2,0,0
fz0_0p05,semi_quadratic,crypto,moirai,2,2,2
fz0_0p05,semi_quadratic,crypto,naive,2,0,0
fz0_0p05,semi_quadratic,crypto,patchtst,2,0,0
fz0_0p05,semi_quadratic,crypto,timesfm,2,1,1
fz0_avg,range,all,autoarima,11,8,7
fz0_avg,range,all,autoets,11,9,7
fz0_avg,range,all,chronos,11,6,5
fz0_avg,range,all,ewma,11,3,1
fz0_avg,range,all,garch11,11,3,1
fz0_avg,range,all,garch11_t,11,11,10
fz0_avg,range,all,gjr,11,11,11
fz0_avg,range,all,har,11,9,8
fz0_avg,range,all,lgbm,11,6,2
fz0_avg,range,all,moirai,11,7,5
fz0_avg,range,all,naive,11,3,2
fz0_avg,range,all,patchtst,11,0,0
fz0_avg,range,all,timesfm,11,8,5
fz0_avg,semi_quadratic,all,autoarima,11,8,8
fz0_avg,semi_quadratic,all,autoets,11,8,8
fz0_avg,semi_quadratic,all,chronos,11,7,6
fz0_avg,semi_quadratic,all,ewma,11,3,2
fz0_avg,semi_quadratic,all,garch11,11,4,1
fz0_avg,semi_quadratic,all,garch11_t,11,11,10
fz0_avg,semi_quadratic,all,gjr,11,11,11
fz0_avg,semi_quadratic,all,har,11,9,8
fz0_avg,semi_quadratic,all,lgbm,11,3,2
fz0_avg,semi_quadratic,all,moirai,11,6,6
fz0_avg,semi_quadratic,all,naive,11,2,2
fz0_avg,semi_quadratic,all,patchtst,11,0,0
fz0_avg,semi_quadratic,all,timesfm,11,8,5
fz0_avg,range,equity,autoarima,9,6,5
fz0_avg,range,equity,autoets,9,7,6
fz0_avg,range,equity,chronos,9,5,4
fz0_avg,range,equity,ewma,9,2,1
fz0_avg,range,equity,garch11,9,1,0
fz0_avg,range,equity,garch11_t,9,9,8
fz0_avg,range,equity,gjr,9,9,9
fz0_avg,range,equity,har,9,7,6
fz0_avg,range,equity,lgbm,9,5,1
fz0_avg,range,equity,moirai,9,5,3
fz0_avg,range,equity,naive,9,1,0
fz0_avg,range,equity,patchtst,9,0,0
fz0_avg,range,equity,timesfm,9,6,3
fz0_avg,semi_quadratic,equity,autoarima,9,6,6
fz0_avg,semi_quadratic,equity,autoets,9,6,6
fz0_avg,semi_quadratic,equity,chronos,9,5,5
fz0_avg,semi_quadratic,equity,ewma,9,2,2
fz0_avg,semi_quadratic,equity,garch11,9,2,0
fz0_avg,semi_quadratic,equity,garch11_t,9,9,8
fz0_avg,semi_quadratic,equity,gjr,9,9,9
fz0_avg,semi_quadratic,equity,har,9,7,6
fz0_avg,semi_quadratic,equity,lgbm,9,1,1
fz0_avg,semi_quadratic,equity,moirai,9,4,4
fz0_avg,semi_quadratic,equity,naive,9,0,0
fz0_avg,semi_quadratic,equity,patchtst,9,0,0
fz0_avg,semi_quadratic,equity,timesfm,9,6,3
fz0_avg,range,crypto,autoarima,2,2,2
fz0_avg,range,crypto,autoets,2,2,1
fz0_avg,range,crypto,chronos,2,1,1
fz0_avg,range,crypto,ewma,2,1,0
fz0_avg,range,crypto,garch11,2,2,1
fz0_avg,range,crypto,garch11_t,2,2,2
fz0_avg,range,crypto,gjr,2,2,2
fz0_avg,range,crypto,har,2,2,2
fz0_avg,range,crypto,lgbm,2,1,1
fz0_avg,range,crypto,moirai,2,2,2
fz0_avg,range,crypto,naive,2,2,2
fz0_avg,range,crypto,patchtst,2,0,0
fz0_avg,range,crypto,timesfm,2,2,2
fz0_avg,semi_quadratic,crypto,autoarima,2,2,2
fz0_avg,semi_quadratic,crypto,autoets,2,2,2
fz0_avg,semi_quadratic,crypto,chronos,2,2,1
fz0_avg,semi_quadratic,crypto,ewma,2,1,0
fz0_avg,semi_quadratic,crypto,garch11,2,2,1
fz0_avg,semi_quadratic,crypto,garch11_t,2,2,2
fz0_avg,semi_quadratic,crypto,gjr,2,2,2
fz0_avg,semi_quadratic,crypto,har,2,2,2
fz0_avg,semi_quadratic,crypto,lgbm,2,2,1
fz0_avg,semi_quadratic,crypto,moirai,2,2,2
fz0_avg,semi_quadratic,crypto,naive,2,2,2
fz0_avg,semi_quadratic,crypto,patchtst,2,0,0
fz0_avg,semi_quadratic,crypto,timesfm,2,2,2
qlike_ex_near_zero,range,all,autoarima,11,7,4
qlike_ex_near_zero,range,all,autoets,11,7,6
qlike_ex_near_zero,range,all,chronos,11,3,1
qlike_ex_near_zero,range,all,ewma,11,2,1
qlike_ex_near_zero,range,all,garch11,11,1,1
qlike_ex_near_zero,range,all,garch11_t,11,2,1
qlike_ex_near_zero,range,all,gjr,11,8,7
qlike_ex_near_zero,range,all,har,11,9,6
qlike_ex_near_zero,range,all,lgbm,11,0,0
qlike_ex_near_zero,range,all,moirai,11,11,10
qlike_ex_near_zero,range,all,naive,11,0,0
qlike_ex_near_zero,range,all,patchtst,11,0,0
qlike_ex_near_zero,range,all,timesfm,11,5,1
qlike_ex_near_zero,semi_quadratic,all,autoarima,11,6,4
qlike_ex_near_zero,semi_quadratic,all,autoets,11,7,5
qlike_ex_near_zero,semi_quadratic,all,chronos,11,3,2
qlike_ex_near_zero,semi_quadratic,all,ewma,11,2,1
qlike_ex_near_zero,semi_quadratic,all,garch11,11,1,1
qlike_ex_near_zero,semi_quadratic,all,garch11_t,11,1,1
qlike_ex_near_zero,semi_quadratic,all,gjr,11,7,7
qlike_ex_near_zero,semi_quadratic,all,har,11,9,5
qlike_ex_near_zero,semi_quadratic,all,lgbm,11,0,0
qlike_ex_near_zero,semi_quadratic,all,moirai,11,11,8
qlike_ex_near_zero,semi_quadratic,all,naive,11,0,0
qlike_ex_near_zero,semi_quadratic,all,patchtst,11,0,0
qlike_ex_near_zero,semi_quadratic,all,timesfm,11,3,1
qlike_ex_near_zero,range,equity,autoarima,9,7,4
qlike_ex_near_zero,range,equity,autoets,9,7,6
qlike_ex_near_zero,range,equity,chronos,9,3,1
qlike_ex_near_zero,range,equity,ewma,9,2,1
qlike_ex_near_zero,range,equity,garch11,9,1,1
qlike_ex_near_zero,range,equity,garch11_t,9,2,1
qlike_ex_near_zero,range,equity,gjr,9,8,7
qlike_ex_near_zero,range,equity,har,9,9,6
qlike_ex_near_zero,range,equity,lgbm,9,0,0
qlike_ex_near_zero,range,equity,moirai,9,9,8
qlike_ex_near_zero,range,equity,naive,9,0,0
qlike_ex_near_zero,range,equity,patchtst,9,0,0
qlike_ex_near_zero,range,equity,timesfm,9,3,0
qlike_ex_near_zero,semi_quadratic,equity,autoarima,9,6,4
qlike_ex_near_zero,semi_quadratic,equity,autoets,9,7,5
qlike_ex_near_zero,semi_quadratic,equity,chronos,9,3,2
qlike_ex_near_zero,semi_quadratic,equity,ewma,9,2,1
qlike_ex_near_zero,semi_quadratic,equity,garch11,9,1,1
qlike_ex_near_zero,semi_quadratic,equity,garch11_t,9,1,1
qlike_ex_near_zero,semi_quadratic,equity,gjr,9,7,7
qlike_ex_near_zero,semi_quadratic,equity,har,9,9,5
qlike_ex_near_zero,semi_quadratic,equity,lgbm,9,0,0
qlike_ex_near_zero,semi_quadratic,equity,moirai,9,9,6
qlike_ex_near_zero,semi_quadratic,equity,naive,9,0,0
qlike_ex_near_zero,semi_quadratic,equity,patchtst,9,0,0
qlike_ex_near_zero,semi_quadratic,equity,timesfm,9,1,0
qlike_ex_near_zero,range,crypto,autoarima,2,0,0
qlike_ex_near_zero,range,crypto,autoets,2,0,0
qlike_ex_near_zero,range,crypto,chronos,2,0,0
qlike_ex_near_zero,range,crypto,ewma,2,0,0
qlike_ex_near_zero,range,crypto,garch11,2,0,0
qlike_ex_near_zero,range,crypto,garch11_t,2,0,0
qlike_ex_near_zero,range,crypto,gjr,2,0,0
qlike_ex_near_zero,range,crypto,har,2,0,0
qlike_ex_near_zero,range,crypto,lgbm,2,0,0
qlike_ex_near_zero,range,crypto,moirai,2,2,2
qlike_ex_near_zero,range,crypto,naive,2,0,0
qlike_ex_near_zero,range,crypto,patchtst,2,0,0
qlike_ex_near_zero,range,crypto,timesfm,2,2,1
qlike_ex_near_zero,semi_quadratic,crypto,autoarima,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,autoets,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,chronos,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,ewma,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,garch11,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,garch11_t,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,gjr,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,har,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,lgbm,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,moirai,2,2,2
qlike_ex_near_zero,semi_quadratic,crypto,naive,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,patchtst,2,0,0
qlike_ex_near_zero,semi_quadratic,crypto,timesfm,2,2,1
